"Majority protein IDs","logFC","logCPM","LR","PValue","FDR","Protein ID","Protein names","Gene names","Fasta headers","Mol. weight [kDa]","Sequence length","Sequence lengths","Score","Intensity C1","Intensity C2","Intensity C3","Intensity C4","Intensity C5","Intensity R1","Intensity R2","Intensity R3","Intensity R4","Intensity R5","iBAQ C1","iBAQ C2","iBAQ C3","iBAQ C4","iBAQ C5","iBAQ R1","iBAQ R2","iBAQ R3","iBAQ R4","iBAQ R5","LFQ intensity C1","LFQ intensity C2","LFQ intensity C3","LFQ intensity C4","LFQ intensity C5","LFQ intensity R1","LFQ intensity R2","LFQ intensity R3","LFQ intensity R4","LFQ intensity R5","MS/MS count C1","MS/MS count C2","MS/MS count C3","MS/MS count C4","MS/MS count C5","MS/MS count R1","MS/MS count R2","MS/MS count R3","MS/MS count R4","MS/MS count R5"
"A0A0G2K2V2;G3V9N8;P52303-2;P52303",0.214826790879433,7.92568357554771,2.80400891326891,0.0940289347689111,0.191105103534963,"A0A0G2K2V2","AP complex subunit beta;AP-1 complex subunit beta-1","Ap1b1","tr|A0A0G2K2V2|A0A0G2K2V2_RAT AP complex subunit beta OS=Rattus norvegicus OX=10116 GN=Ap1b1 PE=1 SV=1;tr|G3V9N8|G3V9N8_RAT AP complex subunit beta OS=Rattus norvegicus OX=10116 GN=Ap1b1 PE=1 SV=3;sp|P52303-2|AP1B1_RAT Isoform B of AP-1 complex subunit beta",103.82,942,"942;949;942;949",192.09,301020000,343300000,286010000,401980000,269180000,160670000,172210000,154400000,129250000,95048000,6689400,7628900,6355700,8932900,5981800,3570500,3826800,3431100,2872200,2112200,249470000,263210000,283160000,312530000,307240000,301370000,302090000,328430000,352670000,332470000,24,22,21,31,21,16,19,16,18,17
"Q9Z1M9;F1LSS1",-0.214303266657379,7.78652655976876,2.790371513983,0.0948322393621644,0.192514927537527,"Q9Z1M9","Structural maintenance of chromosomes protein 1A;Structural maintenance of chromosomes protein","Smc1a","sp|Q9Z1M9|SMC1A_RAT Structural maintenance of chromosomes protein 1A OS=Rattus norvegicus OX=10116 GN=Smc1a PE=1 SV=1;tr|F1LSS1|F1LSS1_RAT Structural maintenance of chromosomes protein OS=Rattus norvegicus OX=10116 GN=Smc1a PE=1 SV=3",143.2,1233,"1233;1232",156.77,286160000,324670000,346760000,309290000,315050000,122280000,114280000,81036000,175400000,84953000,4030400,4572800,4884000,4356200,4437400,1722200,1609600,1141300,2470400,1196500,254800000,280150000,289960000,327180000,339380000,221430000,231540000,244880000,290360000,277130000,28,26,34,36,37,26,22,22,29,25
"B1WC26",0.213076975856543,6.48296553750775,2.75855685973756,0.096735464358832,0.195925577178903,"B1WC26",NA,"Nans","tr|B1WC26|B1WC26_RAT N-acetylneuraminate synthase OS=Rattus norvegicus OX=10116 GN=Nans PE=1 SV=1",40.051,359,"359",122.77,210240000,237170000,113220000,101200000,79608000,107150000,92645000,97198000,54998000,41413000,13140000,14823000,7076000,6325200,4975500,6696600,5790300,6074900,3437400,2588300,102650000,124250000,88462000,100040000,105920000,105890000,122830000,124750000,125780000,115530000,17,18,12,11,7,15,13,12,7,7
"P62997",0.213092693565858,7.49290131003051,2.75896399376489,0.0967108474645972,0.195925577178903,"P62997","Transformer-2 protein homolog beta","Tra2b","sp|P62997|TRA2B_RAT Transformer-2 protein homolog beta OS=Rattus norvegicus OX=10116 GN=Tra2b PE=1 SV=1",33.665,288,"288;249",69.688,314620000,225790000,287310000,219690000,243760000,219430000,178750000,155460000,111020000,148010000,26219000,18815000,23943000,18308000,20314000,18286000,14896000,12955000,9251400,12334000,197580000,184620000,226590000,203850000,2.37e+08,264540000,229250000,250710000,191890000,259060000,15,16,16,15,17,12,13,15,12,11
"D3ZMY7",-0.212600223034633,6.24143782088907,2.74623715619004,0.0974836008283029,0.197183578500456,"D3ZMY7",NA,"Nt5c2","tr|D3ZMY7|D3ZMY7_RAT 5-nucleotidase, cytosolic II OS=Rattus norvegicus OX=10116 GN=Nt5c2 PE=1 SV=3",67.76,586,"586",36.233,111040000,158610000,100590000,113130000,79257000,52571000,59414000,48191000,55929000,28417000,3701300,5287100,3353100,3770900,2641900,1752400,1980500,1606400,1864300,947220,124020000,113710000,97395000,78661000,97576000,99536000,92269000,98585000,74078000,69504000,10,19,11,16,9,9,11,7,10,8
"G3V700;D3ZQ59;P47245;P47245-2",0.212538237222726,7.1376717349142,2.74463811242127,0.0975811672647471,0.197183578500456,"G3V700","Nardilysin","Nrd1","tr|G3V700|G3V700_RAT Nardilysin OS=Rattus norvegicus OX=10116 GN=Nrdc PE=1 SV=1;tr|D3ZQ59|D3ZQ59_RAT Nardilysin OS=Rattus norvegicus OX=10116 GN=Nrdc PE=1 SV=1;sp|P47245|NRDC_RAT Nardilysin OS=Rattus norvegicus OX=10116 GN=Nrdc PE=1 SV=1;sp|P47245-2|NRDC_R",133,1161,"1161;1229;1161;1229",63.649,117760000,171600000,117980000,231700000,106870000,76793000,117500000,110490000,133810000,71910000,2030400,2958700,2034200,3994800,1842500,1324000,2025900,1905000,2307000,1239800,149470000,165520000,150080000,188120000,167370000,176950000,167820000,188260000,196550000,205690000,13,19,18,26,18,15,18,21,25,16
"P45592",-0.212383949273452,12.3379497877741,2.74065906759152,0.0978244130888007,0.197447895843602,"P45592","Cofilin-1","Cfl1","sp|P45592|COF1_RAT Cofilin-1 OS=Rattus norvegicus OX=10116 GN=Cfl1 PE=1 SV=3",18.532,166,"166;159;162",323.31,1.145e+10,9.92e+09,8450800000,6829300000,6352900000,6708700000,3943200000,3389700000,4234400000,2635900000,1.145e+09,9.92e+08,845080000,682930000,635290000,670870000,394320000,338970000,423440000,263590000,7107200000,7190800000,7438800000,6821600000,6415300000,6916400000,5813300000,5900100000,5866600000,5196100000,206,154,179,134,105,128,134,103,107,104
"B5DFK6",0.21140518683336,7.13762195104332,2.7154787374529,0.0993791514354773,0.199667951854346,"B5DFK6",NA,"Ap3d1","tr|B5DFK6|B5DFK6_RAT Adaptor-related protein complex 3 subunit delta 1 OS=Rattus norvegicus OX=10116 GN=Ap3d1 PE=1 SV=1",135.67,1204,"1204;266;152",156.64,66773000,243270000,121010000,195810000,165880000,110060000,79770000,98628000,152460000,50918000,1192400,4344100,2161000,3496600,2962100,1965300,1424500,1761200,2722600,909250,113940000,168340000,154100000,181310000,202890000,166350000,182270000,206160000,225550000,156530000,9,25,16,22,21,17,15,19,23,18
"F1LRU1;Q9JIL3-2;A0A0G2K2T6;A0A0G2K4U6;Q9JIL3",-0.211573469368806,9.01352367792799,2.71980015709873,0.0991104234713289,0.199667951854346,"F1LRU1","Interleukin enhancer-binding factor 3","Ilf3","tr|F1LRU1|F1LRU1_RAT Interleukin enhancer-binding factor 3 OS=Rattus norvegicus OX=10116 GN=Ilf3 PE=1 SV=3;sp|Q9JIL3-2|ILF3_RAT Isoform 2 of Interleukin enhancer-binding factor 3 OS=Rattus norvegicus OX=10116 GN=Ilf3;tr|A0A0G2K2T6|A0A0G2K2T6_RAT Interleuki",97.472,909,"909;910;897;915;897",319.97,557030000,762770000,673880000,813920000,600440000,305840000,319110000,250200000,421160000,245310000,14659000,20073000,17734000,21419000,15801000,8048400,8397700,6584300,11083000,6455600,574080000,690940000,752780000,763770000,707190000,531990000,552820000,597750000,685330000,598370000,32,43,42,47,42,28,30,29,38,34
"Q4G022;G3V9T7",-0.211466202869434,6.53776551258527,2.71704515854762,0.0992816515736734,0.199667951854346,"Q4G022","Arsenical pump-driving ATPase;ATPase Asna1","Asna1","tr|Q4G022|Q4G022_RAT Arsenical pump-driving ATPase (Fragment) OS=Rattus norvegicus OX=10116 GN=Get3 PE=2 SV=1;tr|G3V9T7|G3V9T7_RAT ATPase Get3 OS=Rattus norvegicus OX=10116 GN=Get3 PE=1 SV=1",36.946,329,"329;348",142.39,224890000,263810000,147440000,98046000,114390000,63712000,113570000,106420000,26653000,37091000,14055000,16488000,9215100,6127900,7149200,3982000,7097800,6651000,1665800,2318200,123250000,156150000,107250000,123200000,117560000,114200000,131850000,143480000,65269000,78404000,18,19,14,7,8,9,9,9,2,4
"Q5RK30",-0.211541223833445,5.93335816285862,2.71897040525304,0.0991619600895775,0.199667951854346,"Q5RK30","Ribosome maturation protein SBDS","Sbds","sp|Q5RK30|SBDS_RAT Ribosome maturation protein SBDS OS=Rattus norvegicus OX=10116 GN=Sbds PE=2 SV=1",28.752,250,"250",145.48,175190000,165860000,62063000,107470000,110140000,35096000,56967000,56362000,30974000,16957000,10305000,9756300,3650800,6321900,6478600,2064500,3351000,3315400,1822000,997470,87955000,84759000,70934000,87991000,80975000,69474000,79343000,75668000,69088000,57350000,12,10,13,12,14,6,8,8,6,6
"G3V6S3;Q3MID6",0.211255675588923,7.89300390938803,2.71164279297128,0.0996183565782732,0.199919810458797,"G3V6S3",NA,"Calu","tr|G3V6S3|G3V6S3_RAT Calumenin OS=Rattus norvegicus OX=10116 GN=Calu PE=1 SV=1;tr|Q3MID6|Q3MID6_RAT Calumenin OS=Rattus norvegicus OX=10116 GN=Calu PE=1 SV=1",37.063,315,"315;315;315",128.98,466790000,421100000,361280000,328900000,192020000,256030000,344680000,247580000,195990000,116460000,29174000,26319000,22580000,20556000,12001000,16002000,21543000,15474000,12249000,7279000,263560000,245490000,287670000,317070000,272120000,279800000,337060000,345180000,305280000,311900000,27,22,26,19,17,20,28,22,16,14
"A0A0G2JSW0;P18666;Q63781",0.210971825055555,7.75782474920588,2.70436714862241,0.100073786442143,0.200604530813246,"A0A0G2JSW0","Myosin regulatory light chain 12B","Myl12b","tr|A0A0G2JSW0|A0A0G2JSW0_RAT Myosin regulatory light chain 12B OS=Rattus norvegicus OX=10116 GN=Myl12b PE=4 SV=1;sp|P18666|ML12B_RAT Myosin regulatory light chain 12B OS=Rattus norvegicus OX=10116 GN=Myl12b PE=1 SV=3;tr|Q63781|Q63781_RAT Myosin regulatory",19.779,172,"172;172;172",173.15,424250000,434440000,346900000,235910000,293530000,297490000,312920000,164120000,144640000,209490000,47139000,48271000,38545000,26212000,32614000,33054000,34769000,18236000,16071000,23277000,231890000,250570000,288280000,234440000,257320000,344810000,304130000,227580000,274610000,285280000,21,20,22,17,16,26,20,19,13,22
"A0A0H2UHU1;P61515;D4AAZ6",-0.210887274277965,5.78323047884069,2.70220077288279,0.100209832952864,0.200648194601174,"A0A0H2UHU1","Putative 60S ribosomal protein L37a;60S ribosomal protein L37a","Rpl37a-ps1;Rpl37a","tr|A0A0H2UHU1|A0A0H2UHU1_RAT 60S ribosomal protein L37a OS=Rattus norvegicus OX=10116 GN=Rpl37a PE=3 SV=1;sp|P61515|RL37P_RAT Putative 60S ribosomal protein L37a OS=Rattus norvegicus OX=10116 GN=Rpl37a-ps1 PE=5 SV=2;sp|D4AAZ6|RL37A_RAT 60S ribosomal protei",10.276,92,"92;92;72;92;97",15.937,168040000,100860000,106950000,83421000,89368000,97656000,36422000,57479000,66880000,23112000,42010000,25216000,26738000,20855000,22342000,24414000,9105500,14370000,16720000,5778000,94059000,67506000,76368000,64726000,69308000,78168000,56318000,62951000,74576000,44390000,9,7,11,6,7,8,5,7,6,5
"D4A771;D3ZZN4;P04646;A0A096P6M4;F1M0T2",0.210768868542413,7.31288720781592,2.69917081721478,0.100400450523516,0.200800901047032,"D4A771","60S ribosomal protein L35a","LOC100362049;LOC100362338;Rpl35a","tr|D4A771|D4A771_RAT Uncharacterized protein OS=Rattus norvegicus OX=10116 PE=3 SV=1;tr|D3ZZN4|D3ZZN4_RAT Uncharacterized protein OS=Rattus norvegicus OX=10116 PE=3 SV=1;sp|P04646|RL35A_RAT 60S ribosomal protein L35a OS=Rattus norvegicus OX=10116 GN=Rpl35a",12.584,110,"110;110;110;110;110",7.2537,262180000,204450000,180220000,2.11e+08,184390000,243670000,92679000,174990000,187970000,142370000,37455000,29207000,25745000,30143000,26342000,34810000,13240000,24998000,26853000,20339000,189250000,152700000,205240000,192580000,187630000,256690000,165170000,192280000,208300000,231920000,9,8,8,10,9,11,7,11,10,10
"P14604",-0.210618763644125,8.00852691352643,2.69533134630405,0.100642564729607,0.201056136137872,"P14604","Enoyl-CoA hydratase, mitochondrial","Echs1","sp|P14604|ECHM_RAT Enoyl-CoA hydratase, mitochondrial OS=Rattus norvegicus OX=10116 GN=Echs1 PE=1 SV=1",31.516,290,"290",237.08,578170000,454200000,365570000,413660000,352480000,317770000,254570000,226120000,137650000,163540000,36135000,28387000,22848000,25854000,22030000,19861000,15910000,14133000,8602900,10221000,358350000,338810000,368350000,356420000,316580000,314080000,300870000,279330000,318400000,265830000,43,35,32,29,36,29,19,21,15,17
"Q498N3;Q9QUR2-2;Q9QUR2",0.210502129922408,5.03157065907647,2.6923466847511,0.100831215991624,0.201204108274195,"Q498N3","Dynactin subunit 4","Dctn4","tr|Q498N3|Q498N3_RAT Dctn4 protein OS=Rattus norvegicus OX=10116 GN=Dctn4 PE=2 SV=1;sp|Q9QUR2-2|DCTN4_RAT Isoform 2 of Dynactin subunit 4 OS=Rattus norvegicus OX=10116 GN=Dctn4;sp|Q9QUR2|DCTN4_RAT Dynactin subunit 4 OS=Rattus norvegicus OX=10116 GN=Dctn4 P",52.273,460,"460;460;467",16.278,39259000,29227000,35780000,37859000,33619000,37023000,35948000,31558000,25685000,26079000,1635800,1217800,1490800,1577500,1400800,1542600,1497800,1314900,1070200,1086600,59603000,23833000,34450000,39329000,33677000,43997000,40487000,55986000,35808000,40854000,3,4,7,7,6,7,5,8,5,8
"Q5U2R7",0.209675714689184,6.28379897889407,2.67126859342334,0.102174552301062,0.203653250670449,"Q5U2R7","LDLR chaperone MESD","Mesdc2","sp|Q5U2R7|MESD_RAT LRP chaperone MESD OS=Rattus norvegicus OX=10116 GN=Mesd PE=2 SV=1",25.215,224,"224",122.19,134840000,130360000,118950000,120930000,74271000,107020000,79234000,69312000,73147000,52623000,12258000,11851000,10813000,10994000,6751900,9729300,7203100,6301100,6649700,4783900,90973000,87735000,97356000,86657000,91973000,99317000,130470000,88540000,88210000,110400000,15,14,10,8,4,9,9,8,7,4
"B1WC49",-0.209385059806709,7.54167952229612,2.66387529026306,0.102650364048065,0.20436965903447,"B1WC49",NA,"Api5","tr|B1WC49|B1WC49_RAT Api5 protein OS=Rattus norvegicus OX=10116 GN=Api5 PE=1 SV=1",56.784,504,"504",220.58,244220000,276170000,261780000,236130000,199070000,152120000,190020000,148810000,149330000,95698000,9768700,11047000,10471000,9445000,7962600,6084700,7601000,5952400,5973400,3827900,325520000,258890000,262770000,205070000,205990000,258780000,231950000,206970000,196850000,175350000,10,16,19,16,18,14,21,18,18,16
"Q5M827",-0.208956013982017,5.1310110692861,2.65297651453875,0.103356204950375,0.205541897953406,"Q5M827","Pirin","Pir","sp|Q5M827|PIR_RAT Pirin OS=Rattus norvegicus OX=10116 GN=Pir PE=1 SV=1",32.178,291,"291",35.954,103050000,101260000,52854000,49294000,52424000,25207000,34113000,20913000,17924000,18238000,6061500,5956700,3109100,2899600,3083800,1482700,2006700,1230200,1054400,1072800,50517000,55460000,41387000,42428000,46683000,36703000,45676000,43879000,38958000,36149000,11,8,9,8,8,6,5,4,4,5
"D4A3T3",-0.208490332864973,5.16826551885455,2.64117517782142,0.104126494905159,0.206839507979026,"D4A3T3",NA,"Cbx1","tr|D4A3T3|D4A3T3_RAT Chromobox 1 OS=Rattus norvegicus OX=10116 GN=Cbx1 PE=1 SV=1",21.403,185,"185",17.05,66053000,56368000,51720000,42616000,57607000,34563000,27312000,32589000,44273000,32150000,8256700,7046000,6464900,5327000,7200800,4320400,3414000,4073700,5534100,4018800,48608000,41751000,57615000,48613000,4.6e+07,45436000,36335000,37091000,39939000,47425000,4,6,4,5,5,3,3,6,5,5
"Q6P790;F1LQS3;P21533;A0A0G2KBA1",0.20832440828155,9.99491726636496,2.63697946746265,0.10440186788456,0.207152180796935,"Q6P790","60S ribosomal protein L6","Rpl6","tr|Q6P790|Q6P790_RAT 60S ribosomal protein L6 (Fragment) OS=Rattus norvegicus OX=10116 GN=Rpl6 PE=2 SV=1;tr|F1LQS3|F1LQS3_RAT 60S ribosomal protein L6 OS=Rattus norvegicus OX=10116 GN=Rpl6-ps1 PE=3 SV=1;sp|P21533|RL6_RAT 60S ribosomal protein L6 OS=Rattus",33.473,297,"297;298;298;284",323.31,1417100000,1697100000,1270100000,1195400000,1089500000,1117600000,957870000,836060000,1285600000,600060000,109010000,130550000,97698000,91952000,83810000,85966000,73682000,64312000,98894000,46158000,1218800000,1247900000,1131600000,1146600000,1212900000,1332600000,1378700000,1370700000,1526800000,1169400000,64,66,72,61,61,73,75,69,63,58
"F8WFH8;Q6P7B0;A0A0G2K673",0.208043329126574,8.08271973333609,2.62987434821004,0.104870012374713,0.207846209627535,"F8WFH8","Tryptophan--tRNA ligase, cytoplasmic;T1-TrpRS;T2-TrpRS","Wars","tr|F8WFH8|F8WFH8_RAT Tryptophanyl-tRNA synthetase OS=Rattus norvegicus OX=10116 GN=Wars PE=1 SV=1;sp|Q6P7B0|SYWC_RAT Tryptophan--tRNA ligase, cytoplasmic OS=Rattus norvegicus OX=10116 GN=Wars1 PE=1 SV=2;tr|A0A0G2K673|A0A0G2K673_RAT Tryptophanyl-tRNA synthe",53.426,475,"475;481;379",145.62,308840000,424460000,362360000,329120000,337510000,321510000,299050000,217140000,196950000,152610000,11439000,15721000,13421000,12190000,12500000,11908000,11076000,8042300,7294300,5652400,390660000,296930000,319690000,319880000,256460000,333090000,366890000,405990000,367410000,326720000,18,27,31,22,26,28,30,25,21,23
"Q6AYT3",-0.20744070084353,8.45940924977524,2.61467387499926,0.105879290453473,0.209609959454676,"Q6AYT3","tRNA-splicing ligase RtcB homolog","Rtcb","sp|Q6AYT3|RTCB_RAT RNA-splicing ligase RtcB homolog OS=Rattus norvegicus OX=10116 GN=Rtcb PE=2 SV=1",55.249,505,"505",134.46,578810000,670270000,518180000,406660000,385520000,277180000,362720000,297980000,323710000,141700000,24117000,27928000,21591000,16944000,16063000,11549000,15113000,12416000,13488000,5904300,605580000,490160000,497900000,421080000,360650000,392850000,414770000,463590000,428540000,325150000,38,43,39,37,43,39,38,36,37,25
"D3ZAY8",0.207354655385282,5.31453776017218,2.612504695997,0.106024185364218,0.209660438625638,"D3ZAY8",NA,"Pnn","tr|D3ZAY8|D3ZAY8_RAT Pinin, desmosome-associated protein OS=Rattus norvegicus OX=10116 GN=Pnn PE=1 SV=1",82.609,729,"729",18.188,36945000,51104000,20892000,38611000,53866000,30918000,32047000,31874000,25199000,26774000,1119500,1548600,633080,1170000,1632300,936900,971110,965890,763620,811340,38069000,49231000,40743000,48004000,56267000,48927000,50280000,50214000,56696000,57802000,4,5,3,6,9,7,8,9,5,9
"P21531",0.207097329934694,10.1105009172169,2.60603269182479,0.106457790455598,0.210281079910045,"P21531","60S ribosomal protein L3","Rpl3","sp|P21531|RL3_RAT 60S ribosomal protein L3 OS=Rattus norvegicus OX=10116 GN=Rpl3 PE=1 SV=3",46.135,403,"403;180;407;867",248.19,1.517e+09,1810800000,1435600000,1309200000,1210800000,1134400000,930520000,897280000,991930000,678930000,79841000,95307000,75555000,68907000,63727000,59704000,48974000,47225000,52207000,35733000,1324300000,1357800000,1489400000,1164300000,1124100000,1567900000,1515700000,1534500000,1454600000,1263800000,60,67,66,58,67,55,51,57,51,56
"P16617",0.206877426704118,11.3395414363719,2.60050605621221,0.10682959858906,0.210778399013921,"P16617","Phosphoglycerate kinase 1","Pgk1","sp|P16617|PGK1_RAT Phosphoglycerate kinase 1 OS=Rattus norvegicus OX=10116 GN=Pgk1 PE=1 SV=2",44.538,417,"417;395;417;57",323.31,4267200000,4733400000,3225100000,3.063e+09,2793800000,2650900000,2842400000,2742600000,2455400000,2016600000,164120000,182050000,124040000,117810000,107450000,101960000,109320000,105490000,94438000,77561000,2665800000,3353700000,2764400000,3.116e+09,3234600000,2847300000,3334600000,3797700000,3523200000,3.686e+09,119,106,102,94,92,98,103,100,90,106
"D4ACS0;D4A1S6;D3ZR53;A0A0G2JWJ0;Q10728-2;Q10728-3;Q10728",0.206441404689489,4.89774434511324,2.58956162561662,0.10757010442687,0.21200123835419,"D4ACS0","Protein phosphatase 1 regulatory subunit;Protein phosphatase 1 regulatory subunit 12A","Ppp1r12a","tr|D4ACS0|D4ACS0_RAT Protein phosphatase 1 regulatory subunit OS=Rattus norvegicus OX=10116 GN=Ppp1r12a PE=1 SV=2;tr|D4A1S6|D4A1S6_RAT Protein phosphatase 1 regulatory subunit OS=Rattus norvegicus OX=10116 GN=Ppp1r12a PE=1 SV=3;tr|D3ZR53|D3ZR53_RAT Protein",109.11,972,"972;976;1032;1032;972;976;1032;993",19.566,25859000,26130000,29496000,21040000,23040000,48551000,23431000,9146200,44221000,16292000,538720,544370,614510,438330,480000,1011500,488140,190550,921270,339420,33490000,31077000,35364000,33276000,40926000,45055000,45112000,25849000,41240000,40350000,4,3,5,3,4,5,5,2,8,4
"Q62780",0.206318114406146,6.03564492145469,2.58647418538651,0.107780019746385,0.212176810173377,"Q62780","Probable ATP-dependent RNA helicase DDX46","Ddx46","sp|Q62780|DDX46_RAT Probable ATP-dependent RNA helicase DDX46 OS=Rattus norvegicus OX=10116 GN=Ddx46 PE=1 SV=1",117.38,1032,"1032",48.242,43842000,94749000,60418000,83755000,87585000,50940000,42333000,47957000,63475000,26137000,827200,1787700,1140000,1580300,1652500,961130,798740,904850,1197600,493160,62884000,77993000,73993000,77129000,91139000,84683000,95766000,88016000,88366000,78474000,7,12,9,15,18,11,10,12,14,9
"Q5HZE4",-0.206231925724604,5.93012112599012,2.58431700565816,0.107926953448253,0.212228141383127,"Q5HZE4","Methylthioribose-1-phosphate isomerase","Mri1","sp|Q5HZE4|MTNA_RAT Methylthioribose-1-phosphate isomerase OS=Rattus norvegicus OX=10116 GN=Mri1 PE=1 SV=1",39.587,369,"369",44.969,139390000,137060000,99325000,64237000,99977000,36688000,50512000,55777000,97694000,10150000,6637700,6526900,4729700,3058900,4760800,1747100,2405300,2656000,4652100,483350,90663000,77880000,70960000,78951000,92537000,67469000,83731000,76372000,95747000,28701000,17,17,16,9,15,6,9,8,14,3
"B1H2A6",0.205284754710643,5.36071613789868,2.5606507271892,0.109553481601135,0.21518558578478,"B1H2A6",NA,"Fxr2","tr|B1H2A6|B1H2A6_RAT FMR1 autosomal homolog 2 OS=Rattus norvegicus OX=10116 GN=Fxr2 PE=1 SV=1",74.374,675,"675",67.068,46089000,56119000,42660000,41404000,30372000,34233000,39589000,24003000,40246000,17951000,1316800,1603400,1218900,1183000,867780,978070,1131100,685790,1149900,512890,49157000,47882000,45409000,41993000,55732000,51876000,51321000,47921000,61458000,59757000,7,6,6,6,4,7,10,6,7,6
"Q4KLP0;A0A0U1RRZ4",-0.205181683286595,4.81522857332306,2.55808093084488,0.109731712676616,0.215294846324176,"Q4KLP0","Probable 2-oxoglutarate dehydrogenase E1 component DHKTD1, mitochondrial","Dhtkd1","sp|Q4KLP0|DHTK1_RAT Probable 2-oxoglutarate dehydrogenase E1 component DHKTD1, mitochondrial OS=Rattus norvegicus OX=10116 GN=Dhtkd1 PE=2 SV=1;tr|A0A0U1RRZ4|A0A0U1RRZ4_RAT Transket_pyr domain-containing protein OS=Rattus norvegicus OX=10116 PE=4 SV=1",102.64,920,"920;889",17.997,24540000,37048000,36057000,51338000,39040000,22397000,25320000,6632600,17112000,9465200,701150,1058500,1030200,1466800,1115400,639920,723430,189500,488910,270440,33998000,34486000,40439000,39658000,41081000,31659000,31073000,23232000,38816000,37044000,3,3,4,5,6,3,4,2,2,2
"Q5QD51;Q5QD51-3;Q5QD51-2;Q62766",0.204850516133331,7.45781868971324,2.54984007054117,0.11030542046116,0.216178926707363,"Q5QD51","A-kinase anchor protein 12","Akap12","sp|Q5QD51|AKA12_RAT A-kinase anchor protein 12 OS=Rattus norvegicus OX=10116 GN=Akap12 PE=1 SV=1;sp|Q5QD51-3|AKA12_RAT Isoform 3 of A-kinase anchor protein 12 OS=Rattus norvegicus OX=10116 GN=Akap12;sp|Q5QD51-2|AKA12_RAT Isoform 2 of A-kinase anchor protei",181.11,1687,"1687;1582;1607;1596",229.74,176940000,237210000,157560000,270480000,182770000,179510000,114290000,76592000,142180000,84202000,2808600,3765200,2500900,4293400,2901000,2849300,1814100,1215700,2256800,1336500,200570000,175200000,179650000,235770000,236020000,232310000,206470000,233870000,236580000,255270000,20,31,21,30,21,23,21,19,22,19
"F2Z3Q8;P52296",0.204089818069319,10.8196224736767,2.53095413259926,0.111632696433075,0.218536248535651,"F2Z3Q8","Importin subunit beta-1","Kpnb1","tr|F2Z3Q8|F2Z3Q8_RAT Importin subunit beta-1 OS=Rattus norvegicus OX=10116 GN=Kpnb1 PE=1 SV=1;sp|P52296|IMB1_RAT Importin subunit beta-1 OS=Rattus norvegicus OX=10116 GN=Kpnb1 PE=1 SV=1",97.183,876,"876;875",323.31,1922500000,2594500000,2082800000,2322100000,1810600000,1744900000,1593800000,1460900000,1116200000,991270000,48063000,64862000,52071000,58052000,45265000,43622000,39844000,36523000,27904000,24782000,1771400000,2197500000,2200700000,2.318e+09,2078100000,2264300000,2348200000,2.706e+09,2.311e+09,2347800000,79,119,91,112,97,85,86,75,105,79
"A0A0G2JXT0;Q6AY86",0.203925478397657,5.77440483013985,2.52688134296476,0.111921224026587,0.21885709286268,"A0A0G2JXT0","Vacuolar protein sorting-associated protein 26A","Vps26a","tr|A0A0G2JXT0|A0A0G2JXT0_RAT Vacuolar protein sorting-associated protein 26A OS=Rattus norvegicus OX=10116 GN=Vps26a PE=1 SV=1;sp|Q6AY86|VP26A_RAT Vacuolar protein sorting-associated protein 26A OS=Rattus norvegicus OX=10116 GN=Vps26a PE=1 SV=1",34.579,299,"299;327",76.299,135780000,96360000,74821000,63564000,72874000,44355000,62239000,43962000,73855000,31938000,7986800,5668200,4401300,3739100,4286700,2609100,3661100,2586000,4344400,1878700,60316000,64123000,56596000,69370000,69581000,67146000,63338000,76598000,81264000,74420000,19,10,14,10,9,6,8,6,10,7
"Q9EPH8;A0A0G2JZS2",0.203813446095361,10.4647466565162,2.52410976232509,0.112118039830335,0.218998084473936,"Q9EPH8","Polyadenylate-binding protein 1","Pabpc1","sp|Q9EPH8|PABP1_RAT Polyadenylate-binding protein 1 OS=Rattus norvegicus OX=10116 GN=Pabpc1 PE=1 SV=1;tr|A0A0G2JZS2|A0A0G2JZS2_RAT Polyadenylate-binding protein 1 OS=Rattus norvegicus OX=10116 GN=Pabpc1 PE=1 SV=1",70.7,636,"636;535;643;607;382",323.31,1.396e+09,2064100000,1594600000,1760700000,1.198e+09,1282400000,1286800000,1111100000,1251900000,848700000,38777000,57336000,44295000,48909000,33277000,35621000,35744000,30863000,34776000,23575000,1389700000,1783800000,1780700000,1672300000,1637300000,2012900000,2184900000,1697500000,1546700000,1914600000,52,68,72,66,62,62,55,68,69,63
"D4AE68;P82471;Q45QM4",-0.203670064477895,6.36302807121936,2.52056181246817,0.112370543654698,0.219247416286277,"D4AE68","Guanine nucleotide-binding protein G(q) subunit alpha","Gnaq","tr|D4AE68|D4AE68_RAT Guanine nucleotide binding protein, alpha q polypeptide, isoform CRA_a OS=Rattus norvegicus OX=10116 GN=Gnaq PE=1 SV=2;sp|P82471|GNAQ_RAT Guanine nucleotide-binding protein G(q) subunit alpha OS=Rattus norvegicus OX=10116 GN=Gnaq PE=2",42.158,359,"359;359;325;76;94;355",28.642,188040000,134540000,148730000,98026000,85130000,74040000,83260000,97892000,32412000,39445000,9896600,7080900,7827800,5159200,4480500,3896800,4382100,5152200,1705900,2076100,106110000,115390000,98624000,130320000,103800000,85565000,112020000,120490000,61953000,93318000,14,9,13,11,8,12,12,14,9,8
