"Majority protein IDs","logFC","logCPM","LR","PValue","FDR","Protein IDs","Protein names","Gene names","Fasta headers","Mol. weight [kDa]","Intensity","Intensity C1","Intensity C2","Intensity C3","Intensity C4","Intensity C5","Intensity R1","Intensity R2","Intensity R3","Intensity R4","Intensity R5","iBAQ C1","iBAQ C2","iBAQ C3","iBAQ C4","iBAQ C5","iBAQ R1","iBAQ R2","iBAQ R3","iBAQ R4","iBAQ R5","LFQ intensity C1","LFQ intensity C2","LFQ intensity C3","LFQ intensity C4","LFQ intensity C5","LFQ intensity R1","LFQ intensity R2","LFQ intensity R3","LFQ intensity R4","LFQ intensity R5","MS/MS count C1","MS/MS count C2","MS/MS count C3","MS/MS count C4","MS/MS count C5","MS/MS count R1","MS/MS count R2","MS/MS count R3","MS/MS count R4","MS/MS count R5"
"G3V803",1.44202969991763,11.021660489078,0.600049990535865,0.43855895306317,0.708903513170603,"G3V803",NA,"Cdh2","tr|G3V803|G3V803_RAT Cadherin-2 OS=Rattus norvegicus OX=10116 GN=Cdh2 PE=1 SV=1",99.667,932750000,74034000,123160000,16747000,11948000,13324000,92759000,60866000,180030000,132120000,227760000,2056500,3421200,465190,331880,370110,2576600,1690700,5000900,3670000,6326600,96566000,109010000,0,0,0,148590000,115860000,114310000,102830000,127060000,8,10,4,3,5,8,7,14,10,20
"D3ZJ08",1.39332536898239,11.0834929610884,0.56162590711768,0.45360588072966,0.723317485487835,"D3ZJ08","Histone H3","Hist2h3c2","tr|D3ZJ08|D3ZJ08_RAT Histone H3 OS=Rattus norvegicus OX=10116 GN=Hist2h3c2 PE=1 SV=1",15.388,951310000,30925000,51060000,39287000,17169000,49583000,70419000,67114000,201280000,215280000,209190000,7731200,12765000,9821800,4292300,12396000,17605000,16778000,50321000,53821000,52297000,36621000,38823000,58319000,0,66007000,95127000,88085000,140230000,162220000,150270000,3,8,6,3,9,14,13,9,10,11
"G3V7Z4;P07092",1.32209941986583,10.9329745537903,0.50748784320276,0.476228376378269,0.739407215955734,"G3V7Z4;P07092;O88772","Glia-derived nexin","Serpine2","tr|G3V7Z4|G3V7Z4_RAT Glia-derived nexin OS=Rattus norvegicus OX=10116 GN=Serpine2 PE=3 SV=1;sp|P07092|GDN_RAT Glia-derived nexin OS=Rattus norvegicus OX=10116 GN=Serpine2 PE=1 SV=1",44.049,868190000,39379000,142780000,21630000,8174700,11598000,44449000,62059000,167560000,204280000,166280000,1875200,6799000,1030000,389270,552260,2116600,2955200,7979200,9727400,7918100,40739000,73051000,48340000,0,31802000,84596000,90712000,139600000,142940000,104580000,8,10,5,3,4,10,14,17,14,12
"P05197;Q8K1G4",1.34004908005995,7.20808360455673,0.520900912219759,0.470457631322878,0.739407215955734,"P05197;Q8K1G4","Elongation factor 2","Eef2","sp|P05197|EF2_RAT Elongation factor 2 OS=Rattus norvegicus OX=10116 GN=Eef2 PE=1 SV=4;tr|Q8K1G4|Q8K1G4_RAT Elongation factor-2 (Fragment) OS=Rattus norvegicus OX=10116 GN=Ef-2 PE=4 SV=1",95.283,89776000,12190000,17129000,3326700,0,0,5019900,0,15963000,23006000,13143000,270880,380640,73927,0,0,111550,0,354720,511240,292060,14352000,0,0,0,0,0,0,16116000,15921000,11939000,2,4,0,1,0,1,1,4,7,7
"A0A1W2Q6E9;A0A096MK30;O35763",1.25483055410672,6.56974974369343,0.458642781795305,0.49825895485754,0.753776367604996,"A0A1W2Q6E9;A0A096MK30;O35763;T1SRT4;A0A0G2K095;Q5WQV5;Q5PQK5;E9PT65;A0A0G2K890;P31977","Moesin","Msn","tr|A0A1W2Q6E9|A0A1W2Q6E9_RAT Moesin OS=Rattus norvegicus OX=10116 GN=Msn PE=1 SV=1;tr|A0A096MK30|A0A096MK30_RAT Moesin OS=Rattus norvegicus OX=10116 GN=Msn PE=1 SV=1;sp|O35763|MOES_RAT Moesin OS=Rattus norvegicus OX=10116 GN=Msn PE=1 SV=3",67.651,62946000,0,12386000,0,0,0,8148300,0,11949000,4852100,25610000,0,375340,0,0,0,246920,0,362080,147030,776080,0,11015000,0,0,0,0,0,12696000,0,15841000,1,3,0,0,0,3,1,4,5,7
"Q5XI73",1.26825645920116,7.04791842776831,0.468212015427667,0.493810877018717,0.753776367604996,"Q5XI73","Rho GDP-dissociation inhibitor 1","Arhgdia","sp|Q5XI73|GDIR1_RAT Rho GDP-dissociation inhibitor 1 OS=Rattus norvegicus OX=10116 GN=Arhgdia PE=1 SV=1",23.407,107120000,13661000,16094000,0,0,0,10320000,11563000,12651000,21384000,21447000,1517900,1788200,0,0,0,1146700,1284700,1405600,2376000,2383000,13307000,0,0,0,0,0,0,0,19745000,19057000,3,3,0,0,0,1,3,1,2,5
"D3ZCR3;A0A0G2K6P4;B4F758;P63159;D3ZXR5;D3ZLG3;D3ZIU9",1.22234640179708,8.77074753133397,0.435859469443614,0.509127713343692,0.760469242715894,"D3ZCR3;A0A0G2K6P4;B4F758;P63159;D3ZXR5;D3ZLG3;D3ZIU9;D4A6A9;F1M6B2;D3ZC69;D3ZGW6;M0R7R5;F1LNG6;Q7TPK9","High mobility group protein B1","Hmg1l1;Hmgb1;RGD1560584","tr|D3ZCR3|D3ZCR3_RAT High mobility group protein B1 pseudogene OS=Rattus norvegicus OX=10116 GN=LOC108349189 PE=4 SV=2;tr|A0A0G2K6P4|A0A0G2K6P4_RAT High-mobility group (nonhistone chromosomal) protein 1-like 1 OS=Rattus norvegicus OX=10116 GN=Hmg1l1 PE=4 S",24.677,238380000,0,93927000,0,0,0,0,0,33199000,54326000,56929000,0,15655000,0,0,0,0,0,5533200,9054400,9488100,0,51454000,0,0,0,0,0,34051000,41072000,52566000,2,7,0,0,1,0,2,4,9,6
"Q7TP46;F8WG88;Q62632",1.18099000344876,11.2199393129356,0.407626298475407,0.523176767844342,0.771685732570404,"Q7TP46;F8WG88;Q62632","Follistatin-related protein 1","Fstl1","tr|Q7TP46|Q7TP46_RAT Ab2-379 OS=Rattus norvegicus OX=10116 PE=2 SV=1;tr|F8WG88|F8WG88_RAT Follistatin-related protein 1 OS=Rattus norvegicus OX=10116 GN=Fstl1 PE=4 SV=3;sp|Q62632|FSTL1_RAT Follistatin-related protein 1 OS=Rattus norvegicus OX=10116 GN=Fstl",60.706,995220000,64759000,157390000,14434000,19295000,16604000,70402000,78892000,197300000,169710000,206440000,2233100,5427100,497720,665330,572560,2427700,2720400,6803500,5852200,7118500,79310000,51802000,38371000,37555000,40293000,117260000,85208000,156500000,145720000,166350000,9,7,5,7,4,17,7,15,16,22
"P14841",-1.14972832087883,15.9223031764532,0.386863686180004,0.533952605639777,0.777856882290046,"P14841","Cystatin-C","Cst3","sp|P14841|CYTC_RAT Cystatin-C OS=Rattus norvegicus OX=10116 GN=Cst3 PE=1 SV=2",15.437,2.8066e+10,3033900000,7.876e+09,2.637e+09,2907800000,2631200000,1643100000,2102900000,1637700000,1648700000,1947800000,379230000,984500000,329620000,363470000,328900000,205390000,262860000,204720000,206090000,243470000,2257300000,3.886e+09,3.106e+09,2450600000,2780800000,1665600000,2067600000,1171700000,1281100000,1471700000,60,52,65,60,60,42,54,35,40,37
"P45592",1.12587511072456,10.4146753676547,0.371359588786859,0.542264106922429,0.780184567174716,"P45592;M0R6D6;A0A0G2KA35","Cofilin-1","Cfl1","sp|P45592|COF1_RAT Cofilin-1 OS=Rattus norvegicus OX=10116 GN=Cfl1 PE=1 SV=3",18.532,623640000,77880000,75775000,10914000,14175000,9781600,39403000,72532000,89130000,106920000,127130000,7788000,7577500,1091400,1417500,978160,3940300,7253200,8913000,10692000,12713000,90588000,64659000,0,0,0,68468000,89111000,61277000,73313000,81576000,8,5,3,2,2,9,10,11,12,15
"P63090",-1.10734502492352,11.6109460325087,0.359518283148099,0.548773890470351,0.780184567174716,"P63090","Pleiotrophin","Ptn","sp|P63090|PTN_RAT Pleiotrophin OS=Rattus norvegicus OX=10116 GN=Ptn PE=1 SV=1",18.869,1.095e+09,153010000,215170000,106670000,122910000,117870000,62318000,33991000,69051000,107950000,106030000,25501000,35862000,17778000,20486000,19645000,10386000,5665200,11509000,17991000,17671000,117380000,159740000,166190000,138990000,134020000,84383000,85372000,54522000,90262000,80960000,8,5,13,10,11,9,5,6,9,6
"P12843;Q6LDG0",-1.08170667479353,13.5403882183631,0.343429497503709,0.557856308566079,0.78365529060473,"P12843;Q6LDG0;Q6LDF9","Insulin-like growth factor-binding protein 2","Igfbp2","sp|P12843|IBP2_RAT Insulin-like growth factor-binding protein 2 OS=Rattus norvegicus OX=10116 GN=Igfbp2 PE=1 SV=3;tr|Q6LDG0|Q6LDG0_RAT Insulin-like growth factor binding protein 2 (Fragment) OS=Rattus norvegicus OX=10116 PE=4 SV=1",32.854,4368400000,611180000,915190000,437160000,454570000,417380000,165760000,160020000,356190000,372490000,478430000,40745000,61013000,29144000,30305000,27826000,11051000,10668000,23746000,24833000,31895000,532580000,577440000,587740000,531180000,485740000,292030000,409610000,234950000,267090000,316560000,21,23,17,20,22,14,11,17,27,23
"A0A0G2JV65;P63102",1.01842083500297,9.27368020679818,0.30519368812773,0.58064461648786,0.806071349947853,"A0A0G2JV65;P63102","14-3-3 protein zeta/delta","Ywhaz","tr|A0A0G2JV65|A0A0G2JV65_RAT 14-3-3 protein zeta/delta OS=Rattus norvegicus OX=10116 GN=Ywhaz PE=1 SV=1;sp|P63102|1433Z_RAT 14-3-3 protein zeta/delta OS=Rattus norvegicus OX=10116 GN=Ywhaz PE=1 SV=1",28.988,325590000,22666000,51094000,7843900,14259000,11909000,13783000,21811000,55995000,74379000,51854000,1511000,3406300,522930,950570,793930,918890,1454100,3733000,4958600,3456900,37991000,36808000,0,0,0,0,40266000,41867000,45087000,39791000,2,5,1,3,2,3,5,4,9,4
"D4ACV3;M0RDM4;Q6I8Q6;M0RCL5;K7S2S2;K7R8M0;G3V9C0;D3ZVK7;A9UMV8;Q64598;Q4FZT6;Q00728;P0CC09;P0C170;P0C169;P02262;D3ZXP3;A0A0A0MXW3;D4AEC0;P0C0S7",0.99453989622175,12.5678857792828,0.291316513718068,0.589378109973795,0.808681592754742,"D4ACV3;M0RDM4;Q6I8Q6;M0RCL5;K7S2S2;K7R8M0;G3V9C0;D3ZVK7;A9UMV8;Q64598;Q4FZT6;Q00728;P0CC09;P0C170;P0C169;P02262;D3ZXP3;A0A0A0MXW3;D4AEC0;P0C0S7;M0R6X5;D3ZWE0","Histone H2A;Histone H2A.J;Histone H2A type 1-F;Histone H2A type 3;Histone H2A type 4;Histone H2A type 2-A;Histone H2A type 1-E;Histone H2A type 1-C;Histone H2A type 1;Histone H2A.Z","Hist2h2ac;LOC680322;Hist1h2af;LOC100910554;Hist2h2aa2;Hist1h2ao;Hist1h2ac;Hist1h2ak;H2afj;Hist2h2aa3;H2afx;H2afz;H2afv","tr|D4ACV3|D4ACV3_RAT Histone H2A OS=Rattus norvegicus OX=10116 GN=Hist2h2ac PE=3 SV=2;tr|M0RDM4|M0RDM4_RAT Histone H2A OS=Rattus norvegicus OX=10116 GN=LOC680322 PE=3 SV=1;tr|Q6I8Q6|Q6I8Q6_RAT Histone H2A OS=Rattus norvegicus OX=10116 GN=Hist1h2af PE=3 SV=",13.645,2486500000,128930000,239810000,52888000,95208000,119220000,288180000,236020000,441630000,436890000,447740000,25786000,47961000,10578000,19042000,23843000,57636000,47204000,88325000,87378000,89548000,142370000,140160000,101550000,121740000,175490000,284010000,290420000,323530000,363670000,364410000,3,5,3,3,8,14,11,5,10,7
"Q5M7T7",-0.971197503674185,12.7610489571861,0.278047157413513,0.597984044805298,0.811058819391093,"Q5M7T7",NA,"Pla2g7","tr|Q5M7T7|Q5M7T7_RAT Platelet-activating factor acetylhydrolase OS=Rattus norvegicus OX=10116 GN=Pla2g7 PE=2 SV=1",49.49,2740900000,399420000,641240000,158550000,206760000,187810000,79038000,75272000,329610000,315160000,348080000,19020000,30535000,7550000,9845700,8943100,3763700,3584400,15696000,15008000,16575000,331230000,344730000,300740000,310490000,260690000,119170000,163240000,225150000,211910000,228100000,28,19,14,24,13,11,12,22,25,27
"G3V6X1",-0.799730551580093,8.2689691518692,0.189645305103141,0.663211991047767,0.869544610484849,"G3V6X1",NA,"Fbln2","tr|G3V6X1|G3V6X1_RAT Fibulin 2 OS=Rattus norvegicus OX=10116 GN=Fbln2 PE=1 SV=1",131.3,162060000,19203000,54492000,4537700,9165100,4726000,4556600,2232700,21459000,18289000,23395000,400070,1135200,94536,190940,98458,94930,46515,447060,381010,487390,28587000,23272000,0,16914000,0,0,0,17477000,14304000,15122000,2,9,4,6,3,1,2,5,4,5
"P62804",0.826116729592838,12.0463428073314,0.20219711395584,0.652953213291977,0.869544610484849,"P62804;Q5BM22;P62804-2","Histone H4;Osteogenic growth peptide","Hist1h4b","sp|P62804|H4_RAT Histone H4 OS=Rattus norvegicus OX=10116 GN=H4c2 PE=1 SV=2",11.367,1916400000,42981000,259480000,19011000,40366000,54493000,90318000,39208000,386130000,495840000,488550000,7163400,43246000,3168400,6727700,9082100,15053000,6534700,64356000,82640000,81424000,76559000,90340000,0,137350000,204080000,211250000,0,198740000,374530000,324660000,5,4,1,3,6,8,4,10,11,12
"Q3KR76;P29598",-0.808317122266574,8.49535448517951,0.193687471256567,0.659865125222374,0.869544610484849,"Q3KR76;P29598","Urokinase-type plasminogen activator;Urokinase-type plasminogen activator long chain A;Urokinase-type plasminogen activator short chain A;Urokinase-type plasminogen activator chain B","Plau","tr|Q3KR76|Q3KR76_RAT Plasminogen activator, urokinase OS=Rattus norvegicus OX=10116 GN=Plau PE=2 SV=1;sp|P29598|UROK_RAT Urokinase-type plasminogen activator OS=Rattus norvegicus OX=10116 GN=Plau PE=1 SV=1",47.908,192370000,37333000,52694000,6557000,14443000,6397100,8381900,6943000,29543000,7204200,22874000,1696900,2395200,298050,656480,290780,381000,315590,1342900,327460,1039700,30742000,30072000,0,20147000,0,0,0,18630000,17504000,18520000,6,9,2,2,1,2,1,5,2,5
"F1MAP4",0.683120685839181,6.52005773723422,0.138841785287283,0.709435159966416,0.915344335436572,"F1MAP4",NA,"Megf10","tr|F1MAP4|F1MAP4_RAT Multiple EGF-like domains 10 OS=Rattus norvegicus OX=10116 GN=Megf10 PE=4 SV=1",122.8,54380000,0,21711000,0,0,0,0,0,4418900,15442000,12807000,0,542780,0,0,0,0,0,110470,386060,320180,0,13831000,0,0,0,0,0,0,13063000,10311000,0,2,0,0,0,0,0,1,3,4
"P30120;Q91ZP7",0.672639127125696,12.285412535653,0.134650353430259,0.713658295425124,0.915344335436572,"P30120;Q91ZP7","Metalloproteinase inhibitor 1","Timp1","sp|P30120|TIMP1_RAT Metalloproteinase inhibitor 1 OS=Rattus norvegicus OX=10116 GN=Timp1 PE=1 SV=2;tr|Q91ZP7|Q91ZP7_RAT Tissue inhibitor of metalloproteinase 1 (Fragment) OS=Rattus norvegicus OX=10116 PE=2 SV=1",23.793,2079200000,73999000,197450000,91011000,86105000,118890000,155970000,211900000,394500000,417670000,331660000,6727200,17950000,8273800,7827700,10808000,14179000,19264000,35864000,37970000,30150000,100550000,144760000,149530000,127520000,122730000,248940000,249840000,233280000,245450000,250510000,10,13,12,11,13,22,27,24,26,18
"P10111;A0A0G2K1P0;A0A0G2K2E4",0.618545603978755,10.7554032552773,0.114020538727061,0.735612431745297,0.920262929947488,"P10111;A0A0G2K1P0;A0A0G2K2E4;M0RCZ9","Peptidyl-prolyl cis-trans isomerase A;Peptidyl-prolyl cis-trans isomerase A, N-terminally processed","Ppia","sp|P10111|PPIA_RAT Peptidyl-prolyl cis-trans isomerase A OS=Rattus norvegicus OX=10116 GN=Ppia PE=1 SV=2;tr|A0A0G2K1P0|A0A0G2K1P0_RAT Peptidyl-prolyl cis-trans isomerase OS=Rattus norvegicus OX=10116 GN=Ppia PE=1 SV=1;tr|A0A0G2K2E4|A0A0G2K2E4_RAT Peptidyl-",17.874,818260000,77247000,117100000,19011000,29903000,30652000,53165000,14341000,163870000,146720000,166260000,7724700,11710000,1901100,2990300,3065200,5316500,1434100,16387000,14672000,16626000,91607000,75693000,0,0,70789000,105110000,0,110880000,98059000,115570000,5,6,1,1,4,5,2,15,12,13
"P15087;Q5U322;D4A8X4",-0.605640099668569,12.7068633510463,0.109346254202869,0.740889646991621,0.920262929947488,"P15087;Q5U322;D4A8X4","Carboxypeptidase E","Cpe","sp|P15087|CBPE_RAT Carboxypeptidase E OS=Rattus norvegicus OX=10116 GN=Cpe PE=1 SV=1;tr|Q5U322|Q5U322_RAT Carboxypeptidase E OS=Rattus norvegicus OX=10116 GN=Cpe PE=2 SV=1;tr|D4A8X4|D4A8X4_RAT Carboxypeptidase E OS=Rattus norvegicus OX=10116 GN=Cpe PE=1 SV",53.308,2546100000,237100000,394670000,134770000,231970000,124110000,16162000,179260000,363450000,474210000,390440000,9879300,16445000,5615300,9665300,5171100,673430,7469200,15144000,19759000,16269000,245450000,297820000,274790000,293020000,243120000,0,278050000,257540000,261060000,270990000,17,17,13,21,10,6,15,24,25,27
"Q65ZS7;A0A0G2K151;P02650;Q6PAH0",-0.62211248751396,16.0290844150383,0.115329265506651,0.734156552221659,0.920262929947488,"Q65ZS7;A0A0G2K151;P02650;Q6PAH0","Apolipoprotein E","Apoe","tr|Q65ZS7|Q65ZS7_RAT Rat apolipoprotein E protein OS=Rattus norvegicus OX=10116 PE=3 SV=1;tr|A0A0G2K151|A0A0G2K151_RAT Apolipoprotein E OS=Rattus norvegicus OX=10116 GN=Apoe PE=1 SV=1;sp|P02650|APOE_RAT Apolipoprotein E OS=Rattus norvegicus OX=10116 GN=Apo",38.325,2.8116e+10,3487800000,6736700000,2184400000,2387200000,1825700000,2104200000,1741800000,2512900000,2544700000,2590300000,217990000,421040000,136520000,149200000,114100000,131510000,108860000,157060000,159040000,161890000,2850300000,3327900000,2443400000,2533500000,2547600000,2110800000,2287400000,1971200000,2039600000,2118500000,84,60,77,82,68,90,56,53,63,53
"F1M8K0;D9IFS3",0.544199986921061,10.3269671914228,0.0884091663740634,0.766209397045208,0.941799050534735,"F1M8K0;D9IFS3",NA,"Dag1","tr|F1M8K0|F1M8K0_RAT Dystroglycan 1 OS=Rattus norvegicus OX=10116 GN=Dag1 PE=1 SV=1;tr|D9IFS3|D9IFS3_RAT Alpha-dystroglycan (Fragment) OS=Rattus norvegicus OX=10116 PE=4 SV=1",96.705,647050000,36013000,111330000,6480200,4622400,5494200,7923100,5065600,166820000,145970000,157330000,923420,2854500,166160,118520,140880,203160,129890,4277400,3742800,4034200,79486000,114130000,0,0,0,0,0,105390000,110710000,100710000,7,5,3,6,2,5,7,12,12,14
"F1LM84",0.33153149427782,11.7133397924713,0.0329332450275182,0.85599460437147,0.954470977835566,"F1LM84;P08460",NA,"Nid1","tr|F1LM84|F1LM84_RAT Nidogen-1 OS=Rattus norvegicus OX=10116 GN=Nid1 PE=1 SV=1",137.04,1540900000,104500000,454990000,16949000,70387000,49443000,56727000,46272000,232030000,277760000,231860000,2009500,8749800,325940,1353600,950830,1090900,889840,4462200,5341500,4458800,132430000,252910000,0,80593000,64691000,68341000,70744000,187070000,236620000,200760000,13,31,9,12,6,8,8,30,33,32
"G3V8R2;P55067",-0.46108624319813,13.6120147495763,0.06357153833898,0.800937514439975,0.954470977835566,"G3V8R2;P55067;A0A0G2K4R4;O70474","Neurocan core protein;150 kDa adult core glycoprotein","Ncan","tr|G3V8R2|G3V8R2_RAT Neurocan core protein OS=Rattus norvegicus OX=10116 GN=Ncan PE=1 SV=1;sp|P55067|NCAN_RAT Neurocan core protein OS=Rattus norvegicus OX=10116 GN=Ncan PE=1 SV=1",136.25,4676500000,447110000,912790000,234410000,335030000,317200000,325560000,344570000,513510000,666290000,579990000,10905000,22263000,5717400,8171500,7736700,7940500,8404100,12525000,16251000,14146000,458360000,485040000,499970000,527720000,454890000,433380000,485510000,347560000,438420000,393990000,40,44,29,38,24,35,31,36,57,41
"P05065;Q6AY07",0.408093481176143,8.72363823495534,0.0498443462953873,0.823334344385222,0.954470977835566,"P05065;Q6AY07","Fructose-bisphosphate aldolase A;Fructose-bisphosphate aldolase","Aldoa;Aldoart2","sp|P05065|ALDOA_RAT Fructose-bisphosphate aldolase A OS=Rattus norvegicus OX=10116 GN=Aldoa PE=1 SV=2;tr|Q6AY07|Q6AY07_RAT Fructose-bisphosphate aldolase OS=Rattus norvegicus OX=10116 GN=Aldoart2 PE=2 SV=1",39.351,203880000,23817000,39553000,0,5825900,0,21535000,7937900,35530000,33088000,36598000,1035500,1719700,0,253300,0,936300,345130,1544800,1438600,1591200,35487000,30688000,0,0,0,31350000,0,20974000,22035000,24009000,2,5,0,1,0,5,1,7,6,9
"P16975",0.343606278787101,14.1965702533421,0.0353701198726571,0.850822205256823,0.954470977835566,"P16975","SPARC","Sparc","sp|P16975|SPRC_RAT SPARC OS=Rattus norvegicus OX=10116 GN=Sparc PE=1 SV=4",34.296,7937600000,513550000,1061100000,273580000,653350000,329290000,709100000,788600000,1238400000,1004500000,1366200000,39504000,81620000,21044000,50257000,25330000,54546000,60662000,95262000,77273000,105090000,518860000,658340000,516420000,609250000,485490000,752230000,850490000,880850000,810100000,921260000,35,29,26,48,31,58,47,44,46,45
"P20059",-0.328239401237056,14.8156102366229,0.0322838326921008,0.857406132631949,0.954470977835566,"P20059","Hemopexin","Hpx","sp|P20059|HEMO_RAT Hemopexin OS=Rattus norvegicus OX=10116 GN=Hpx PE=1 SV=3",51.35,1.3427e+10,1616100000,2397500000,1247400000,1.469e+09,895270000,1325100000,726220000,1354300000,1146900000,1249500000,64642000,95900000,49897000,58762000,35811000,53006000,29049000,54171000,45875000,49981000,970580000,1156500000,1098100000,1105200000,1.052e+09,1067100000,949800000,1074200000,942400000,1100900000,54,16,51,48,46,36,38,24,31,29
"P62260",0.48772534026211,10.3563305851941,0.0710937613752307,0.789750871693219,0.954470977835566,"P62260","14-3-3 protein epsilon","Ywhae","sp|P62260|1433E_RAT 14-3-3 protein epsilon OS=Rattus norvegicus OX=10116 GN=Ywhae PE=1 SV=1",29.174,589570000,38897000,97032000,6460800,18247000,20917000,25228000,9431200,112290000,125050000,136020000,2288000,5707800,380050,1073300,1230400,1484000,554780,6605000,7355800,8001200,43605000,56748000,0,37960000,49289000,46857000,0,83171000,93407000,91939000,6,9,3,4,3,5,2,7,12,8
"Q5BJ93;M0R5J4;P04764;Q5EB49",0.386298677611186,10.8072388017452,0.0446777668578796,0.832597660102561,0.954470977835566,"Q5BJ93;M0R5J4;P04764;Q5EB49;P15429;P07323;F1M9V3","Alpha-enolase","Eno1","tr|Q5BJ93|Q5BJ93_RAT Enolase 1, (Alpha) OS=Rattus norvegicus OX=10116 GN=Eno1 PE=2 SV=2;tr|M0R5J4|M0R5J4_RAT Uncharacterized protein OS=Rattus norvegicus OX=10116 PE=3 SV=1;sp|P04764|ENOA_RAT Alpha-enolase OS=Rattus norvegicus OX=10116 GN=Eno1 PE=1 SV=4;tr",47.127,762120000,45947000,164060000,17681000,32249000,19658000,39373000,26117000,142440000,127650000,146950000,2088500,7457100,803700,1465900,893540,1789700,1187200,6474600,5802400,6679400,58751000,80211000,36019000,54667000,36428000,59614000,49959000,92405000,92257000,118930000,9,11,7,6,4,9,8,18,14,19
"Q5BK42;E9PTK4",-0.472596562997709,10.7314085440635,0.0667708638878821,0.796097762832203,0.954470977835566,"Q5BK42;E9PTK4",NA,"Thnsl1","tr|Q5BK42|Q5BK42_RAT Threonine synthase-like 1 (S. cerevisiae) OS=Rattus norvegicus OX=10116 GN=Thnsl1 PE=2 SV=1;tr|E9PTK4|E9PTK4_RAT Threonine synthase-like 1 OS=Rattus norvegicus OX=10116 GN=Thnsl1 PE=1 SV=1",82.693,1524500000,68054000,710630000,38325000,50354000,0,227030000,47781000,82753000,216410000,83123000,1890400,19740000,1064600,1398700,0,6306500,1327200,2298700,6011400,2309000,0,387980000,0,0,0,278130000,0,0,0,0,1,3,1,2,0,1,1,1,1,2
"Q62656-3;Q62656;F1LMY3;Q62656-2",-0.383828323899305,13.6786876062637,0.0441098404261729,0.833649387688726,0.954470977835566,"Q62656-3;Q62656;F1LMY3;Q62656-2","Receptor-type tyrosine-protein phosphatase zeta;Protein-tyrosine-phosphatase","Ptprz1","sp|Q62656-3|PTPRZ_RAT Isoform 3 of Receptor-type tyrosine-protein phosphatase zeta OS=Rattus norvegicus OX=10116 GN=Ptprz1;sp|Q62656|PTPRZ_RAT Receptor-type tyrosine-protein phosphatase zeta OS=Rattus norvegicus OX=10116 GN=Ptprz1 PE=1 SV=1;tr|F1LMY3|F1LMY",175.84,5185300000,632890000,869120000,261130000,526330000,431430000,350120000,241320000,639430000,629290000,604240000,11720000,16095000,4835800,9746900,7989500,6483700,4469000,11841000,11653000,11190000,510460000,515860000,461270000,494690000,508510000,455100000,452210000,423080000,471160000,477690000,30,27,36,31,30,25,17,31,37,30
"Q6P9V1;Q62745",0.41527269424263,6.19955421685276,0.051607754382502,0.820288909488766,0.954470977835566,"Q6P9V1;Q62745","Tetraspanin;CD81 antigen","Cd81","tr|Q6P9V1|Q6P9V1_RAT Tetraspanin OS=Rattus norvegicus OX=10116 GN=Cd81 PE=1 SV=1;sp|Q62745|CD81_RAT CD81 antigen OS=Rattus norvegicus OX=10116 GN=Cd81 PE=1 SV=1",25.904,55672000,0,22850000,0,0,0,0,0,5954100,18339000,8529000,0,2856200,0,0,0,0,0,744260,2292400,1066100,0,12367000,0,0,0,0,0,0,16762000,0,0,5,0,0,0,0,1,1,2,1
"Q3B7D6;P35446",-0.247769561049655,9.79067203128964,0.0184120035735589,0.892065690781483,0.983773378618831,"Q3B7D6;P35446","Spondin-1","Spon1","tr|Q3B7D6|Q3B7D6_RAT RCG39552, isoform CRA_a OS=Rattus norvegicus OX=10116 GN=Spon1 PE=1 SV=1;sp|P35446|SPON1_RAT Spondin-1 OS=Rattus norvegicus OX=10116 GN=Spon1 PE=1 SV=1",90.756,470130000,58743000,198810000,6441300,9069200,10482000,5057400,0,68447000,53167000,59915000,1587700,5373200,174090,245110,283300,136690,0,1849900,1437000,1619300,58698000,61462000,0,48598000,0,0,0,55096000,53478000,60268000,5,14,1,1,2,2,0,7,7,10
"B6DYQ7;P04906",-0.00833357423618369,10.4149061383739,2.08542238127052e-05,0.996356359110912,0.998485951857311,"B6DYQ7;P04906;Q7TP35","Glutathione S-transferase P","Gstp1","tr|B6DYQ7|B6DYQ7_RAT Glutathione S-transferase pi OS=Rattus norvegicus OX=10116 GN=Gstp1 PE=2 SV=1;sp|P04906|GSTP1_RAT Glutathione S-transferase P OS=Rattus norvegicus OX=10116 GN=Gstp1 PE=1 SV=2",23.439,570960000,70570000,121210000,14173000,34085000,24130000,39175000,40544000,66619000,70924000,89532000,5880800,10101000,1181100,2840400,2010800,3264600,3378600,5551600,5910300,7461000,61788000,61239000,0,61262000,49616000,50934000,52788000,56555000,56064000,56763000,9,5,6,6,9,5,8,6,10,7
"G3V6A9;D4A7W8;Q497C9",-0.033053522775373,7.04641664498386,0.000328052521851419,0.985549329213224,0.998485951857311,"G3V6A9;D4A7W8;Q497C9",NA,"LOC100911714;Mfap4","tr|G3V6A9|G3V6A9_RAT Microfibril-associated protein 4 OS=Rattus norvegicus OX=10116 GN=Mfap4 PE=1 SV=2;tr|D4A7W8|D4A7W8_RAT Microfibril associated protein 4 OS=Rattus norvegicus OX=10116 GN=LOC102553715 PE=1 SV=3;tr|Q497C9|Q497C9_RAT Microfibrillar-associa",28.805,102640000,13591000,46539000,0,0,0,0,0,15816000,9366400,17326000,1941600,6648400,0,0,0,0,0,2259500,1338100,2475100,0,26250000,0,0,0,0,0,12895000,0,14940000,1,3,0,0,0,0,0,2,1,2
