"Majority protein IDs","logFC","logCPM","LR","PValue","FDR","Protein ID","Protein names","Gene names","Fasta headers","Mol. weight [kDa]","Sequence length","Sequence lengths","Score","Intensity C1","Intensity C2","Intensity C3","Intensity C4","Intensity C5","Intensity R1","Intensity R2","Intensity R3","Intensity R4","Intensity R5","iBAQ C1","iBAQ C2","iBAQ C3","iBAQ C4","iBAQ C5","iBAQ R1","iBAQ R2","iBAQ R3","iBAQ R4","iBAQ R5","LFQ intensity C1","LFQ intensity C2","LFQ intensity C3","LFQ intensity C4","LFQ intensity C5","LFQ intensity R1","LFQ intensity R2","LFQ intensity R3","LFQ intensity R4","LFQ intensity R5","MS/MS count C1","MS/MS count C2","MS/MS count C3","MS/MS count C4","MS/MS count C5","MS/MS count R1","MS/MS count R2","MS/MS count R3","MS/MS count R4","MS/MS count R5"
"G3V7C6;Q6P9T8",-0.00676849979722579,14.0247275245254,6.5730834260147e-05,0.993531257316087,0.999996365408252,"G3V7C6","Tubulin beta-4B chain","Tubb4b","tr|G3V7C6|G3V7C6_RAT Tubulin beta chain OS=Rattus norvegicus OX=10116 GN=Tubb4b PE=1 SV=2;sp|Q6P9T8|TBB4B_RAT Tubulin beta-4B chain OS=Rattus norvegicus OX=10116 GN=Tubb4b PE=1 SV=1",61.186,548,"548;445",323.31,2.8576e+10,3.4808e+10,2.7003e+10,2.2709e+10,2.2394e+10,1.9284e+10,1.9226e+10,1.3388e+10,1.2003e+10,1.1038e+10,1360800000,1657500000,1285900000,1081400000,1066400000,918300000,915530000,637500000,571570000,525600000,2.1181e+10,2.1833e+10,2.0979e+10,2.0271e+10,2.058e+10,2.0466e+10,2.1041e+10,2.3077e+10,1.7519e+10,2.1023e+10,646,727,684,603,612,632,664,622,573,529
"G3V7G0;Q9QXU8",0.329390778099945,6.33951482848794,0.155333999255678,0.693489238028849,0.999996365408252,"G3V7G0","Cytoplasmic dynein 1 light intermediate chain 1","Dync1li1","tr|G3V7G0|G3V7G0_RAT Dynein light intermediate chain OS=Rattus norvegicus OX=10116 GN=Dync1li1 PE=1 SV=1;sp|Q9QXU8|DC1L1_RAT Cytoplasmic dynein 1 light intermediate chain 1 OS=Rattus norvegicus OX=10116 GN=Dync1li1 PE=1 SV=1",56.67,523,"523;523",49.432,66430000,133410000,81018000,69887000,62767000,83127000,102870000,81008000,81677000,50603000,2214300,4447100,2700600,2329600,2092200,2770900,3429000,2700300,2722600,1686800,109280000,99093000,98488000,72679000,71226000,128170000,116100000,115410000,96604000,103070000,8,13,12,10,12,16,18,12,15,9
"G3V7G9",-0.100843176461897,8.0636934022066,0.0145877845860638,0.903865369894199,0.999996365408252,"G3V7G9","Eukaryotic translation initiation factor 3 subunit L","Eif3l","tr|G3V7G9|G3V7G9_RAT Eukaryotic translation initiation factor 3, subunit 6 interacting protein OS=Rattus norvegicus OX=10116 GN=Eif3l PE=1 SV=2",45.082,382,"382",290.85,335500000,420860000,384610000,310180000,268050000,279470000,214110000,146770000,248670000,117700000,15976000,20041000,18315000,14771000,12764000,13308000,10196000,6989100,11842000,5604500,386770000,430880000,378800000,236110000,306860000,433660000,310680000,286250000,279580000,290240000,19,26,32,31,36,25,27,24,26,23
"G3V7I0;Q9Z0V6",-0.368512374376612,8.12762637508205,0.194317404060059,0.65934731124841,0.999996365408252,"G3V7I0","Thioredoxin-dependent peroxide reductase, mitochondrial","Prdx3","tr|G3V7I0|G3V7I0_RAT Peroxiredoxin OS=Rattus norvegicus OX=10116 GN=Prdx3 PE=1 SV=1;sp|Q9Z0V6|PRDX3_RAT Thioredoxin-dependent peroxide reductase, mitochondrial OS=Rattus norvegicus OX=10116 GN=Prdx3 PE=1 SV=2",28.299,257,"257;257",106.65,725780000,660750000,452330000,388600000,363750000,262590000,263410000,187390000,192680000,120390000,42693000,38867000,26608000,22859000,21397000,15446000,15495000,11023000,11334000,7081700,426060000,385190000,451850000,359030000,356830000,328750000,316360000,273970000,326360000,270480000,28,26,21,15,19,20,18,15,13,12
"G3V7I7;A0A0G2QC24",-0.258686613770594,5.23079668482705,0.0958852197218925,0.756824553747652,0.999996365408252,"G3V7I7",NA,"Lrrc40","tr|G3V7I7|G3V7I7_RAT Leucine-rich repeat-containing 40 OS=Rattus norvegicus OX=10116 GN=Lrrc40 PE=1 SV=3;tr|A0A0G2QC24|A0A0G2QC24_RAT Leucine rich repeat containing 40 OS=Rattus norvegicus OX=10116 GN=Lrrc40 PE=2 SV=1",67.94,602,"602;361;111",25.11,42469000,97404000,56435000,31395000,52643000,30021000,22874000,30565000,10860000,4702300,1147800,2632500,1525300,848520,1422800,811380,618210,826080,293510,127090,52212000,68683000,47893000,30716000,57452000,50958000,45765000,51055000,46278000,18655000,5,9,7,7,11,4,3,3,5,2
"G3V7J0;Q02253",-0.136910627448274,9.5281478610362,0.0268841384931549,0.869759615607281,0.999996365408252,"G3V7J0","Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial","Aldh6a1","tr|G3V7J0|G3V7J0_RAT Aldehyde dehydrogenase family 6, subfamily A1, isoform CRA_b OS=Rattus norvegicus OX=10116 GN=Aldh6a1 PE=1 SV=1;sp|Q02253|MMSA_RAT Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial OS=Rattus norvegicus OX=10116 GN=Al",57.747,535,"535;535",323.31,1302400000,1286200000,1006500000,910850000,801720000,496200000,692190000,610690000,718750000,392920000,44912000,44352000,34706000,31408000,27646000,17110000,23869000,21058000,24785000,13549000,1270700000,914810000,998010000,869760000,802260000,788600000,883550000,961420000,960170000,775970000,56,63,54,54,55,47,51,46,50,47
"G3V7J2;Q4V8C7",-0.163777082709142,6.53689591980654,0.0384643056630027,0.844513745712133,0.999996365408252,"G3V7J2","Interferon-inducible double-stranded RNA-dependent protein kinase activator A","Prkra","tr|G3V7J2|G3V7J2_RAT Interferon-inducible double-stranded RNA-dependent protein kinase activator A OS=Rattus norvegicus OX=10116 GN=Prkra PE=1 SV=1;sp|Q4V8C7|PRKRA_RAT Interferon-inducible double-stranded RNA-dependent protein kinase activator A OS=Rattus",34.385,313,"313;313",159.37,230520000,191390000,117230000,109110000,110410000,110350000,104690000,61493000,65915000,51089000,16466000,13671000,8373800,7793300,7886100,7882100,7477600,4392400,4708200,3649200,109770000,134230000,110180000,129220000,132080000,105300000,125420000,99065000,108050000,105920000,21,16,13,14,10,14,12,12,9,9
"G3V7L6;Q63347",0.12905942400845,8.62947945378192,0.023890178128042,0.87716467515119,0.999996365408252,"G3V7L6","26S protease regulatory subunit 7","Psmc2","tr|G3V7L6|G3V7L6_RAT 26S proteasome regulatory subunit 7 OS=Rattus norvegicus OX=10116 GN=Psmc2 PE=1 SV=1;sp|Q63347|PRS7_RAT 26S proteasome regulatory subunit 7 OS=Rattus norvegicus OX=10116 GN=Psmc2 PE=1 SV=3",48.633,433,"433;433",158.29,698890000,718830000,474620000,453750000,411280000,365300000,344190000,368700000,288020000,262490000,24960000,25672000,16951000,16205000,14689000,13046000,12292000,13168000,10287000,9374500,533360000,462100000,492700000,442100000,444600000,484490000,517930000,562630000,498850000,503950000,47,53,46,46,45,45,39,48,34,47
"G3V7L8;Q6PCU2",-0.904909286133784,5.33830442105246,1.15611535430756,0.282272641077489,0.999996365408252,"G3V7L8","V-type proton ATPase subunit E 1","Atp6v1e1","tr|G3V7L8|G3V7L8_RAT ATPase, H+ transporting, V1 subunit E isoform 1, isoform CRA_a OS=Rattus norvegicus OX=10116 GN=Atp6v1e1 PE=1 SV=1;sp|Q6PCU2|VATE1_RAT V-type proton ATPase subunit E 1 OS=Rattus norvegicus OX=10116 GN=Atp6v1e1 PE=1 SV=1",26.143,226,"226;226;226",65.456,55666000,63900000,96129000,76953000,85217000,50447000,35282000,19813000,10170000,39195000,4282000,4915400,7394500,5919500,6555200,3880500,2714000,1524000,782310,3015000,71227000,70130000,71721000,59943000,58096000,44553000,48015000,0,31867000,49892000,11,6,9,5,8,9,7,4,4,7
"G3V7M0",0.0312519372055829,5.3305145863931,0.00140129667903723,0.970139045338331,0.999996365408252,"G3V7M0",NA,"Cnot1","tr|G3V7M0|G3V7M0_RAT CCR4-NOT transcription complex, subunit 1 OS=Rattus norvegicus OX=10116 GN=Cnot1 PE=1 SV=1",266.86,2376,"2376;824;914;455",28.432,51322000,37367000,31422000,50645000,47819000,20623000,20149000,29295000,53245000,17553000,420670,306280,257550,415120,391960,169040,165160,240120,436430,143870,50066000,43012000,44273000,54834000,57480000,45560000,47199000,52745000,57858000,49250000,10,8,7,11,12,8,6,10,13,11
"G3V7Q6;P28075",-0.259889122424184,8.58652845899024,0.0967775356798976,0.755731534046469,0.999996365408252,"G3V7Q6","Proteasome subunit beta type;Proteasome subunit beta type-5","Psmb5","tr|G3V7Q6|G3V7Q6_RAT Proteasome subunit beta OS=Rattus norvegicus OX=10116 GN=Psmb5 PE=1 SV=1;sp|P28075|PSB5_RAT Proteasome subunit beta type-5 OS=Rattus norvegicus OX=10116 GN=Psmb5 PE=1 SV=3",28.559,263,"263;263",323.31,965810000,725670000,648990000,411420000,485030000,377380000,3.94e+08,2.87e+08,327200000,263220000,60363000,45355000,40562000,25713000,30314000,23586000,24625000,17937000,20450000,16451000,553260000,513790000,591470000,471020000,500720000,494300000,466380000,373830000,433480000,403180000,44,30,32,28,26,32,29,29,17,27
"G3V7Q7;B5DFH1",0.84390073824072,6.77631512109058,1.00755985392514,0.315488132991619,0.999996365408252,"G3V7Q7",NA,"Iqgap1","tr|G3V7Q7|G3V7Q7_RAT IQ motif containing GTPase activating protein 1 (Predicted), isoform CRA_b OS=Rattus norvegicus OX=10116 GN=Iqgap1 PE=1 SV=1;tr|B5DFH1|B5DFH1_RAT Iqgap1 protein (Fragment) OS=Rattus norvegicus OX=10116 GN=Iqgap1 PE=2 SV=1",188.83,1657,"1657;969",105.19,64609000,62336000,77632000,120500000,64058000,106140000,106260000,103750000,139050000,63907000,778430,751040,935320,1451800,771780,1278800,1280200,1250000,1675300,769960,85629000,81816000,99561000,118820000,106090000,150250000,162490000,189390000,199990000,172340000,8,13,12,17,13,17,14,24,26,19
"G3V7T6",0.0591256280539311,8.83104681076616,0.0050154031099215,0.943541403439113,0.999996365408252,"G3V7T6",NA,"Sf3b1","tr|G3V7T6|G3V7T6_RAT Splicing factor 3b, subunit 1 OS=Rattus norvegicus OX=10116 GN=Sf3b1 PE=1 SV=1",145.83,1304,"1304;496;74",323.31,417860000,537870000,569410000,700150000,540900000,311720000,241230000,275650000,412670000,231710000,6739600,8675400,9184000,11293000,8724200,5027800,3890800,4445900,6655900,3737200,483960000,5.06e+08,547030000,651580000,609100000,546350000,532690000,558900000,646680000,600120000,29,46,51,48,49,31,32,38,42,39
"G3V7U4;P70615",-0.375295330113239,10.8745254053577,0.201516342600258,0.653499671898607,0.999996365408252,"G3V7U4","Lamin-B1","Lmnb1","tr|G3V7U4|G3V7U4_RAT Lamin-B1 OS=Rattus norvegicus OX=10116 GN=Lmnb1 PE=1 SV=1;sp|P70615|LMNB1_RAT Lamin-B1 OS=Rattus norvegicus OX=10116 GN=Lmnb1 PE=1 SV=3",66.686,587,"587;587",323.31,1949400000,2828800000,2949100000,2475800000,2474800000,1.44e+09,1642600000,1085400000,1475300000,850110000,54151000,78579000,81921000,68772000,68744000,39999000,45628000,30150000,40981000,23614000,2221500000,2435200000,3152200000,2.382e+09,3119500000,2221400000,2.51e+09,1723400000,1769700000,1917300000,62,82,93,98,109,79,82,88,100,90
"G3V7V6;Q8VHE9",-0.717687627515747,8.11584398920016,0.731522232123382,0.392390218400232,0.999996365408252,"G3V7V6","All-trans-retinol 13,14-reductase","Retsat","tr|G3V7V6|G3V7V6_RAT All-trans-13,14-dihydroretinol saturase, isoform CRA_b OS=Rattus norvegicus OX=10116 GN=Retsat PE=1 SV=1;sp|Q8VHE9|RETST_RAT All-trans-retinol 13,14-reductase OS=Rattus norvegicus OX=10116 GN=Retsat PE=2 SV=1",67.477,609,"609;609",141.5,470220000,590950000,433150000,335820000,342080000,204320000,160390000,169660000,206530000,94901000,16215000,20378000,14936000,11580000,11796000,7045500,5530700,5850500,7121900,3272500,559970000,516190000,440700000,303910000,346450000,309620000,284820000,254410000,250530000,203060000,27,38,38,28,37,28,27,24,24,19
"G3V7W1;G3V7W1-2",0.279984634435294,5.82940089158929,0.112298181666051,0.737542706656505,0.999996365408252,"G3V7W1",NA,"Pdcd6","sp|G3V7W1|PDCD6_RAT Programmed cell death protein 6 OS=Rattus norvegicus OX=10116 GN=Pdcd6 PE=2 SV=1;sp|G3V7W1-2|PDCD6_RAT Isoform 2 of Programmed cell death protein 6 OS=Rattus norvegicus OX=10116 GN=Pdcd6",21.904,191,"191;189",29.759,109390000,89849000,90830000,67905000,52374000,104880000,72875000,40431000,37128000,43439000,9945000,8168100,8257300,6173200,4761300,9534600,6625000,3675500,3375200,3949000,62546000,57506000,69591000,63368000,69338000,84634000,69229000,68018000,83862000,81087000,9,8,8,6,6,8,8,7,6,8
"G3V7Y3;B1WBP7;P35434",-0.48370723002063,7.11140076836357,0.334138167778686,0.563232485214988,0.999996365408252,"G3V7Y3","ATP synthase subunit delta, mitochondrial","Atp5d","tr|G3V7Y3|G3V7Y3_RAT ATP synthase subunit delta, mitochondrial OS=Rattus norvegicus OX=10116 GN=Atp5f1d PE=1 SV=1;tr|B1WBP7|B1WBP7_RAT ATP synthase subunit delta, mitochondrial OS=Rattus norvegicus OX=10116 GN=Atp5f1d PE=1 SV=1;sp|P35434|ATPD_RAT ATP synth",17.563,168,"168;123;168",44.584,232140000,334590000,239040000,171290000,231350000,183780000,93203000,77868000,133390000,88814000,46429000,66919000,47808000,34258000,46271000,36756000,18641000,15574000,26679000,17763000,170650000,188710000,242950000,175940000,234090000,197270000,106610000,104450000,154080000,151970000,3,7,5,4,4,4,3,3,4,3
"G3V7Z4;P07092",-0.849672432799742,7.94802164139438,1.02119527303092,0.312235654732076,0.999996365408252,"G3V7Z4","Glia-derived nexin","Serpine2","tr|G3V7Z4|G3V7Z4_RAT Glia-derived nexin OS=Rattus norvegicus OX=10116 GN=Serpine2 PE=3 SV=1;sp|P07092|GDN_RAT Glia-derived nexin OS=Rattus norvegicus OX=10116 GN=Serpine2 PE=1 SV=1",44.049,397,"397;397;68",127.67,694380000,669120000,6.26e+08,383580000,381630000,134530000,182640000,111570000,71386000,63236000,33066000,31863000,29810000,18266000,18173000,6406300,8696900,5312600,3399300,3011200,385420000,424880000,380930000,399320000,402400000,200360000,254850000,221470000,194300000,222780000,36,32,41,24,32,19,19,13,19,13
"G3V7Z8",0.0136005599863984,6.03466172974365,0.000265397371037812,0.987002220653929,0.999996365408252,"G3V7Z8",NA,"Pabpn1","tr|G3V7Z8|G3V7Z8_RAT Poly(A) binding protein, nuclear 1, isoform CRA_a OS=Rattus norvegicus OX=10116 GN=Pabpn1 PE=1 SV=1",32.31,302,"302",51.267,153280000,141600000,95053000,106930000,93534000,59488000,74057000,37300000,35183000,30597000,12774000,11800000,7921100,8910900,7794500,4957300,6171500,3108400,2931900,2549800,72648000,77187000,80527000,97768000,81050000,77611000,70233000,47995000,95464000,116790000,13,12,10,10,10,12,9,11,6,5
"G3V803;Q9Z1Y3",0.361209606860519,8.44045245141508,0.18671198422273,0.665667410818119,0.999996365408252,"G3V803","Cadherin-2","Cdh2","tr|G3V803|G3V803_RAT Cadherin-2 OS=Rattus norvegicus OX=10116 GN=Cdh2 PE=1 SV=1;sp|Q9Z1Y3|CADH2_RAT Cadherin-2 OS=Rattus norvegicus OX=10116 GN=Cdh2 PE=1 SV=1",99.667,906,"906;906;111",147.1,333810000,486830000,449900000,365340000,316390000,211870000,289800000,191690000,321770000,189990000,9272400,13523000,12497000,10148000,8788500,5885200,8049900,5324800,8938100,5277600,357190000,375600000,423440000,366760000,385910000,451030000,488320000,473170000,508140000,504050000,21,25,25,21,17,15,23,17,23,18
"G3V818;Q9HB97",0.43786247644847,6.54790452265474,0.274031376749231,0.600640221280421,0.999996365408252,"G3V818","Alpha-parvin","Parva","tr|G3V818|G3V818_RAT Alpha-parvin OS=Rattus norvegicus OX=10116 GN=Parva PE=1 SV=1;sp|Q9HB97|PARVA_RAT Alpha-parvin OS=Rattus norvegicus OX=10116 GN=Parva PE=1 SV=2",42.321,372,"372;372",94.223,141700000,112270000,92968000,99097000,95421000,128090000,117560000,113370000,89324000,68088000,7872300,6237200,5164900,5505400,5301100,7116200,6530900,6298100,4962500,3782700,92981000,92882000,94705000,108470000,109500000,117190000,140070000,149090000,138640000,123690000,12,9,11,11,10,13,12,14,12,12
"G3V852;Q498D4",0.643029633673834,11.071573654229,0.588415516754389,0.443032483445384,0.999996365408252,"G3V852",NA,"Tln1","tr|G3V852|G3V852_RAT RCG55135, isoform CRA_b OS=Rattus norvegicus OX=10116 GN=Tln1 PE=1 SV=1;tr|Q498D4|Q498D4_RAT Tln1 protein OS=Rattus norvegicus OX=10116 GN=Tln1 PE=2 SV=1",269.67,2541,"2541;1552;386",323.31,2300100000,2329600000,1651600000,2128300000,1593300000,2125600000,1881900000,1780300000,2212100000,1253700000,17165000,17385000,12326000,15883000,11890000,15863000,14044000,13286000,16508000,9356000,2300500000,1969800000,1889500000,2237400000,2144500000,3111300000,3178400000,3311400000,3577900000,3114600000,113,130,103,138,133,138,138,157,175,135
"G3V888;A0A0G2K5E7;G3V9G4;P16638;P16638-2",0.732019269618277,9.85932667619932,0.760720444882317,0.383103155282496,0.999996365408252,"G3V888","ATP-citrate synthase","Acly","tr|G3V888|G3V888_RAT ATP-citrate synthase OS=Rattus norvegicus OX=10116 GN=Acly PE=1 SV=1;tr|A0A0G2K5E7|A0A0G2K5E7_RAT ATP-citrate synthase OS=Rattus norvegicus OX=10116 GN=Acly PE=1 SV=1;tr|G3V9G4|G3V9G4_RAT ATP-citrate synthase OS=Rattus norvegicus OX=10",120.78,1101,"1101;1100;1091;1100;1091",323.31,586260000,968110000,822290000,891260000,612310000,896540000,897520000,780330000,1182700000,627720000,9771000,16135000,13705000,14854000,10205000,14942000,14959000,13006000,19712000,10462000,791630000,901830000,874360000,987270000,824020000,1371400000,1404900000,1432100000,1708900000,1287500000,39,51,54,54,50,65,63,82,86,68
"G3V8A5;B5DFC1",-0.0385213333808689,9.70304001870919,0.00212899393389183,0.963197849785906,0.999996365408252,"G3V8A5",NA,"Vps35","tr|G3V8A5|G3V8A5_RAT Vacuolar protein sorting-associated protein 35 OS=Rattus norvegicus OX=10116 GN=Vps35 PE=1 SV=1;tr|B5DFC1|B5DFC1_RAT Vps35 protein (Fragment) OS=Rattus norvegicus OX=10116 GN=Vps35 PE=2 SV=1",91.726,796,"796;629",323.31,971230000,1219100000,1047500000,1090900000,862530000,657900000,537920000,561300000,561240000,317830000,22587000,28351000,24360000,25370000,20059000,15300000,12510000,13054000,13052000,7391400,965650000,1086300000,1033300000,1145100000,1068100000,910090000,962130000,1081600000,1132800000,1019800000,40,45,42,44,42,40,33,43,33,27
"G3V8B6;A0A0G2JTW5;O88761;Q5PPJ7;A1A5N2;Q3KR62",0.0649602370411195,9.79700430650367,0.00605401119373482,0.937981159251268,0.999996365408252,"G3V8B6","26S proteasome non-ATPase regulatory subunit 1","Psmd1","tr|G3V8B6|G3V8B6_RAT 26S proteasome non-ATPase regulatory subunit 1 OS=Rattus norvegicus OX=10116 GN=Psmd1 PE=1 SV=1;tr|A0A0G2JTW5|A0A0G2JTW5_RAT 26S proteasome non-ATPase regulatory subunit 1 OS=Rattus norvegicus OX=10116 GN=Psmd1 PE=1 SV=1;sp|O88761|PSMD",105.7,953,"953;952;953;846;847;848",323.31,847100000,1294500000,1042600000,1232900000,858440000,645510000,587510000,652080000,679970000,447470000,18023000,27543000,22183000,26232000,18265000,13734000,12500000,13874000,14467000,9520700,940610000,1093600000,1119800000,1.173e+09,1128200000,994480000,1049400000,1180700000,1303500000,1121200000,37,58,56,73,62,43,39,55,56,42
"G3V8B8;Q75N36;A0A0G2K435",-0.324350783511288,4.18018649784123,0.150627268502589,0.697936637388159,0.999996365408252,"G3V8B8",NA,"Dnajc7","tr|G3V8B8|G3V8B8_RAT DnaJ heat shock protein family (Hsp40) member C7 OS=Rattus norvegicus OX=10116 GN=Dnajc7 PE=1 SV=2;tr|Q75N36|Q75N36_RAT Cytoplasmic CAR retention protein OS=Rattus norvegicus OX=10116 GN=Dnajc7 PE=2 SV=1;tr|A0A0G2K435|A0A0G2K435_RAT Dn",50.1,438,"438;494;579",10.431,31005000,32966000,20090000,27574000,17525000,14284000,23599000,15603000,3146700,8508400,1107300,1177400,717510,984800,625890,510150,842820,557260,112380,303870,32812000,28009000,26744000,18374000,20683000,24348000,30552000,22978000,0,21645000,4,7,3,6,4,3,5,4,3,5
"G3V8C3;P31000",0.245202063318375,15.3187927469772,0.0861610355451574,0.769115542982795,0.999996365408252,"G3V8C3","Vimentin","Vim","tr|G3V8C3|G3V8C3_RAT Vimentin OS=Rattus norvegicus OX=10116 GN=Vim PE=1 SV=1;sp|P31000|VIME_RAT Vimentin OS=Rattus norvegicus OX=10116 GN=Vim PE=1 SV=2",53.7,466,"466;466;467;473;468;440;472;479;479;479;481;486;486;488;488;493;493;495;505;506;507;507;517;521;521;541;844;1064;505;846;1072",323.31,6.4764e+10,6.6757e+10,5.1802e+10,4.6129e+10,3.8673e+10,4.7258e+10,4.837e+10,3.9749e+10,3.7164e+10,2.9101e+10,1904800000,1963400000,1523600000,1356700000,1137400000,1389900000,1422600000,1169100000,1093100000,855910000,5.8346e+10,4.4923e+10,4.6163e+10,4.329e+10,4.2092e+10,4.9905e+10,6.2434e+10,5.7106e+10,4.9304e+10,5.6376e+10,899,933,979,884,855,1085,1095,1055,930,974
"G3V8C4;A3FM27;Q9Z0W7",0.734309999628429,8.43730241611782,0.765438702205132,0.381631835637164,0.999996365408252,"G3V8C4","Chloride intracellular channel protein;Chloride intracellular channel protein 4","Clic4","tr|G3V8C4|G3V8C4_RAT Chloride intracellular channel protein OS=Rattus norvegicus OX=10116 GN=Clic4 PE=1 SV=1;tr|A3FM27|A3FM27_RAT Chloride intracellular channel protein OS=Rattus norvegicus OX=10116 GN=Clic4 PE=2 SV=1;sp|Q9Z0W7|CLIC4_RAT Chloride intracell",28.669,253,"253;253;253",246.5,510680000,468170000,355690000,304970000,281640000,575700000,455250000,393480000,356540000,261850000,34045000,31212000,23713000,20331000,18776000,38380000,30350000,26232000,23769000,17457000,308880000,322040000,347870000,328140000,326430000,585470000,505430000,516500000,548130000,530750000,29,30,26,25,25,42,29,30,22,26
"G3V8D5;P85971",0.289447786239784,7.97425331792106,0.120004661202797,0.729029434144336,0.999996365408252,"G3V8D5","6-phosphogluconolactonase","Pgls","tr|G3V8D5|G3V8D5_RAT 6-phosphogluconolactonase OS=Rattus norvegicus OX=10116 GN=Pgls PE=1 SV=1;sp|P85971|6PGL_RAT 6-phosphogluconolactonase OS=Rattus norvegicus OX=10116 GN=Pgls PE=1 SV=1",30.821,291,"291;257",152.59,483040000,379110000,319140000,2.63e+08,258560000,305340000,306870000,185190000,236150000,210360000,34503000,27079000,22796000,18786000,18469000,21810000,21919000,13228000,16868000,15026000,287580000,285490000,285320000,281560000,280350000,336720000,386820000,305660000,361060000,327340000,28,27,27,16,18,22,23,20,20,29
"G3V8E2",0.367555350675902,3.93248099581305,0.193312133226543,0.660174136609415,0.999996365408252,"G3V8E2",NA,"Strip1","tr|G3V8E2|G3V8E2_RAT Striatin-interacting protein 1 OS=Rattus norvegicus OX=10116 GN=Strip1 PE=1 SV=2",101.58,892,"892",23.081,10172000,18734000,18827000,16617000,6574800,10521000,11387000,13065000,18848000,8467900,236550,435680,437830,386440,152900,244680,264810,303830,438330,196930,15831000,15841000,17878000,16970000,17154000,24626000,17873000,24890000,21154000,18202000,3,6,5,3,2,2,5,3,5,3
"G3V8F5;Q75Q40",-0.101724990108851,6.50470998365129,0.0148439699565588,0.903029035505533,0.999996365408252,"G3V8F5","Mitochondrial import receptor subunit TOM40 homolog","Tomm40","tr|G3V8F5|G3V8F5_RAT Mitochondrial import receptor subunit TOM40 homolog OS=Rattus norvegicus OX=10116 GN=Tomm40 PE=1 SV=1;sp|Q75Q40|TOM40_RAT Mitochondrial import receptor subunit TOM40 homolog OS=Rattus norvegicus OX=10116 GN=Tomm40 PE=1 SV=1",37.92,361,"361;361",56.745,232170000,195010000,145740000,138520000,127130000,98411000,97243000,72801000,93050000,14983000,21106000,17728000,13249000,12593000,11558000,8946400,8840200,6618300,8459100,1362100,116050000,123950000,107620000,124890000,117210000,100040000,120850000,112330000,129560000,82072000,23,18,16,12,10,14,12,9,10,6
"G3V8F8;P21263;P21263-2;D3ZWJ2",-0.484162838941886,11.2833505148858,0.334764996994136,0.562866665177407,0.999996365408252,"G3V8F8","Nestin","Nes","tr|G3V8F8|G3V8F8_RAT Nestin OS=Rattus norvegicus OX=10116 GN=Nes PE=1 SV=1;sp|P21263|NEST_RAT Nestin OS=Rattus norvegicus OX=10116 GN=Nes PE=1 SV=2;sp|P21263-2|NEST_RAT Isoform 2 of Nestin OS=Rattus norvegicus OX=10116 GN=Nes;tr|D3ZWJ2|D3ZWJ2_RAT Nestin OS",208.91,1893,"1893;1893;1805;1502;60",323.31,3378100000,4228500000,3337800000,4097900000,3477300000,1.783e+09,1319900000,1201600000,1.419e+09,971720000,35559000,44511000,35135000,43136000,36603000,18769000,13893000,12648000,14937000,10229000,3321300000,3439400000,3281800000,4054800000,4.134e+09,2682900000,2505400000,2.497e+09,2653200000,2556500000,133,157,141,177,186,113,96,107,112,97
"G3V8G2;B2RYP1",0.156549133113922,8.12395011045237,0.0351457712949888,0.85129053234886,0.999996365408252,"G3V8G2",NA,"Psmd5","tr|G3V8G2|G3V8G2_RAT Proteasome (Prosome, macropain) 26S subunit, non-ATPase, 5 (Predicted), isoform CRA_a OS=Rattus norvegicus OX=10116 GN=Psmd5 PE=1 SV=1;tr|B2RYP1|B2RYP1_RAT Proteasome (Prosome, macropain) 26S subunit, non-ATPase, 5 OS=Rattus norvegicus",55.852,504,"504;330",111.37,417540000,522560000,344040000,308630000,311620000,284050000,332640000,254040000,226940000,135040000,16059000,20098000,13232000,11870000,11985000,10925000,12794000,9770800,8728600,5193900,368980000,315910000,333740000,335580000,301560000,341500000,382160000,405280000,359160000,337870000,28,40,34,27,32,26,36,30,30,23
"G3V8G5;Q62638",0.0793059422979915,8.76006260101952,0.00902280325321854,0.924324010953364,0.999996365408252,"G3V8G5","Golgi apparatus protein 1","Glg1","tr|G3V8G5|G3V8G5_RAT Golgi apparatus protein 1 OS=Rattus norvegicus OX=10116 GN=Glg1 PE=1 SV=1;sp|Q62638|GSLG1_RAT Golgi apparatus protein 1 OS=Rattus norvegicus OX=10116 GN=Glg1 PE=1 SV=1",133.55,1171,"1171;1171",323.31,383480000,621200000,487950000,629910000,414810000,312890000,314010000,254840000,398730000,201460000,6391400,10353000,8132500,10498000,6913600,5214800,5233600,4247400,6645600,3357700,492180000,495900000,515100000,582200000,559520000,532450000,497580000,589090000,659130000,489310000,35,49,43,54,41,35,43,37,47,38
