"gene_names","logFC","logCPM","LR","PValue","FDR","TICI1","TICI2","TICI3","TICI4","TICI5","VEH1","VEH3","VEH4","VEH5","peptide_no","percent_sequence_coverage","mol_weight","q_value","score","intensity","msms_count","protein_ids","protein_names"
"Hnrnpa3",0.0170519063261691,10.905216232869,0.0180810366477999,0.893034296381043,0.999672994216681,572660,548430,602850,648880,707640,564860,622530,623610,692250,16,44.6,39.652,0,127.86,4.0524e+10,49,"Q6URK4","Heterogeneous nuclear ribonucleoprotein A3"
"Hnrnpc",-0.0652664071603073,9.60195918889307,0.265387962984278,0.606442481256451,0.999672994216681,212780,224920,234220,260200,284690,225620,263170,270350,287960,13,44,32.857,0,71.389,1.4527e+10,39,"G3V9R8","Heterogeneous nuclear ribonucleoprotein C"
"Hnrnpd",0.040899969369631,10.2860555179106,0.103949893185927,0.747140129993721,0.999672994216681,326780,373120,393140,459080,469670,296190,430390,437810,453820,11,29.5,38.218,0,66.648,1.4865e+10,34,"Q9JJ54","Heterogeneous nuclear ribonucleoprotein D0"
"Hnrnpdl",0.0323217709040742,9.71633138730775,0.0649290819492307,0.798868417726137,0.999672994216681,196830,269210,251220,310900,330600,175390,289630,302170,329450,8,27.6,35.294,0,23.591,3758600000,21,"Q3SWU3","Heterogeneous nuclear ribonucleoprotein D-like"
"Hnrnpf",0.0971372837300625,10.6057336788537,0.585422346744508,0.444194748276423,0.999672994216681,531640,435930,539020,481390,575090,541500,467330,456090,498630,13,43.1,45.729,0,142.03,2.064e+10,54,"Q794E4","Heterogeneous nuclear ribonucleoprotein F;Heterogeneous nuclear ribonucleoprotein F, N-terminally processed"
"Hnrnph1",-0.0139133176150896,7.78279214772197,0.012038484241657,0.912631417360397,0.999672994216681,60380,66866,68151,71672,83249,58491,77107,74281,81400,9,28.5,49.188,0,11.851,1093400000,5,"Q8VHV7","Heterogeneous nuclear ribonucleoprotein H;Heterogeneous nuclear ribonucleoprotein H, N-terminally processed"
"Hnrnph2",-0.0494936023213917,9.45070191108165,0.152555627451534,0.696104975272171,0.999672994216681,212320,191010,238290,214180,245170,248130,224760,220780,240320,10,31.6,49.293,0,100.43,6237500000,27,"Q6AY09","Heterogeneous nuclear ribonucleoprotein H2"
"Hnrnpk",-0.0403301879645347,11.1121337527616,0.101291202588982,0.750285608323312,0.999672994216681,723520,566900,797310,657910,747180,801300,738330,674910,726700,21,46.9,50.976,0,184.14,2.6395e+10,69,"P61980","Heterogeneous nuclear ribonucleoprotein K"
"Hnrnpl",-0.0426602900322237,10.527763879934,0.113335413615005,0.736378305979207,0.999672994216681,418520,419450,482690,476460,531190,464430,487870,489160,528060,12,27.1,67.902,0,102.78,9.707e+09,40,"F1LQ48","Heterogeneous nuclear ribonucleoprotein L (hnRNP L)"
"Hnrnpm",-0.0459140194433278,11.0334099984997,0.131298001216237,0.717090004927504,0.999672994216681,639970,526780,743340,646050,754810,702590,702850,672660,717370,16,30.1,73.782,0,114.45,1.3103e+10,49,"Q62826","Heterogeneous nuclear ribonucleoprotein M"
"Hnrnpu",0.00462959955106503,11.524862018393,0.00133327327785082,0.970872503955962,0.999672994216681,825040,874000,910990,1005000,1099900,798210,1010800,1002700,1055300,30,41,87.731,0,208.15,5.1964e+10,106,"Q6IMY8","Heterogeneous nuclear ribonucleoprotein U (hnRNP U) (SP120) (Scaffold-attachment factor A) (SAF-A)"
"Hp1bp3",-0.0785998648496799,9.17870536390716,0.384984730842007,0.534947492179941,0.999672994216681,172560,141800,210750,180440,200470,201090,204090,175040,202240,13,26.6,60.806,0,29.507,6.601e+09,29,"Q6P747","Heterochromatin protein 1-binding protein 3"
"Hprt1",0.109563838978533,6.56383543887243,0.743181508408071,0.388643629702216,0.999672994216681,30721,28578,27609,30894,38442,28096,28617,30772,31422,3,12.8,24.477,0,6.7432,583400000,6,"P27605","Hypoxanthine-guanine phosphoribosyltransferase"
"Hrsp12",-0.119166620252866,8.63826102846674,0.885589857508421,0.346675219474046,0.999672994216681,86914,97236,152090,140110,141080,95166,156090,150140,147190,4,39.4,14.303,0,30.365,2332500000,12,"P52759","Ribonuclease UK114"
"Hsd17b10",-0.0203378093607285,8.25350487280962,0.025732758177341,0.872554699858894,0.999672994216681,88671,89429,100570,97777,107450,97011,103850,101760,100410,7,40.6,27.245,0,54.925,2678400000,15,"O70351","3-hydroxyacyl-CoA dehydrogenase type-2"
"Hsd17b11",0.0893440359424239,5.71789295554248,0.493734050688683,0.482266341458453,0.999672994216681,16783,15167,18481,16399,19561,17712,14827,15955,18142,2,10.4,32.937,0,11.438,179730000,5,"Q6AYS8","Estradiol 17-beta-dehydrogenase 11"
"Hsd17b12",0.0172008708045283,7.99887736334009,0.0183870693601875,0.892138352708782,0.999672994216681,71306,78049,76034,89547,95591,68108,83766,85943,96682,4,15.1,34.84,0,23.98,6.734e+09,10,"Q6P7R8","Very-long-chain 3-oxoacyl-CoA reductase"
"Hsd17b4",-0.0295069684880551,10.5275073127288,0.0542036658043799,0.815903661104271,0.999672994216681,402150,444400,461360,498310,527760,405520,494300,519910,543350,15,29.7,79.427,0,79.57,1.0622e+10,50,"P97852","Peroxisomal multifunctional enzyme type 2;(3R)-hydroxyacyl-CoA dehydrogenase;Enoyl-CoA hydratase 2"
"Hsdl1",-0.117837829153533,4.91839169635108,0.861197962573812,0.353403667319915,0.999672994216681,8958.1,7090.3,11418,9425.3,9761.8,11913,10182,9314.7,9900.1,1,7.3,36.907,0,8.4618,332620000,3,"Q4V8B7","Inactive hydroxysteroid dehydrogenase-like protein 1"
"Hsdl2",0.14566458030726,9.09262862230812,1.31423104202258,0.251630028678346,0.999672994216681,121030,197000,156680,219270,215360,105440,167330,206140,201480,5,14.5,58.343,0,49.077,2013400000,16,"Q4V8F9","Hydroxysteroid dehydrogenase-like protein 2"
"Hsp90aa1",0.0294275899574183,11.8984306403218,0.0538349385060428,0.816519704612937,0.999672994216681,1133500,1103400,1243200,1245600,1432200,1127200,1281500,1231800,1314200,38,55.7,84.814,0,208.4,4.6087e+10,101,"P82995","Heat shock protein HSP 90-alpha"
"Hsp90ab1",0.0952014999476986,13.1318544936313,0.562407728615653,0.453291755618215,0.999672994216681,2785600,2673400,2916900,3081600,3283100,2583400,2883700,2925400,2956000,44,62.7,83.28,0,323.31,2.32e+11,225,"P34058","Heat shock protein HSP 90-beta"
"Hsp90b1",0.157440793398076,12.3007325141688,1.53519874222184,0.215333879983324,0.999672994216681,1737100,1516600,1586600,1730700,1855500,1545900,1533500,1508500,1629200,37,46.4,92.77,0,271.71,4.625e+10,119,"Q66HD0","Endoplasmin"
"Hspa2",-0.130675287882,8.93290050848849,1.06524497028948,0.302021969838284,0.999672994216681,135810,123960,164090,153390,174390,149530,166960,171530,186700,18,28.6,69.641,0,22.267,1055100000,9,"P14659","Heat shock-related 70 kDa protein 2"
"Hspa4",0.00831673903641194,11.1164057888255,0.00430217836674274,0.947703460192544,0.999672994216681,651370,664100,704300,718300,814510,645230,727010,739990,795250,25,39.3,94.055,0,203.09,1.6672e+10,69,"O88600","Heat shock 70 kDa protein 4"
"Hspa5",0.190475744255546,11.7026238944851,2.24458596145291,0.134082793407323,0.999672994216681,1173400,1043000,1046500,1144600,1202500,1020900,1007200,969160,1054100,33,53.5,72.346,0,188.09,5.0339e+10,114,"P06761","78 kDa glucose-regulated protein"
"Hspa8",0.163218243421376,12.8578506493237,1.64965229988775,0.19900626153989,0.999672994216681,2426600,2255200,2517800,2502200,2725900,2277000,2241100,2254500,2350000,42,73.7,70.87,0,321.36,2.17e+11,208,"P63018","Heat shock cognate 71 kDa protein"
"Hspa9",-0.0210142959251042,10.9985153449904,0.0274873483651845,0.868319785021056,0.999672994216681,574630,572000,632690,726350,744700,592860,656650,733640,725690,24,38.6,73.857,0,139.03,2.3153e+10,77,"P48721","Stress-70 protein, mitochondrial"
"Hspb1",-0.185605689373222,9.10509931435053,2.15142885902813,0.142437276491037,0.999672994216681,135980,141070,171160,156650,231530,146890,190810,203910,236800,6,39.3,22.892,0,55.114,3833600000,21,"P42930","Heat shock protein beta-1"
"Hspb8",0.0941477038017981,5.26824408815386,0.547488669609436,0.459345641768141,0.999672994216681,11611,12839,13639,11452,13504,11763,11305,12391,13292,2,16.8,21.592,0,9.8463,141110000,2,"Q9EPX0","Heat shock protein beta-8"
"Hspd1",-0.0208156395773621,12.3025953736565,0.0269713839334145,0.869550346300044,0.999672994216681,1253600,1510800,1483300,1861100,1921200,1236300,1656100,1865500,1952100,36,67.4,60.955,0,318.94,7.7048e+10,169,"P63039","60 kDa heat shock protein, mitochondrial"
"Hspe1",-0.0305173175656233,10.2028341064141,0.057978860948424,0.809719430636592,0.999672994216681,317530,341580,355970,415600,435870,325240,377460,419320,446910,9,75.5,10.902,0,30.939,3.0949e+10,44,"P26772","10 kDa heat shock protein, mitochondrial"
"Hsph1",0.00542470154820664,8.39766853699224,0.00182965915405475,0.965881279282558,0.999672994216681,105900,89936,118160,103170,123410,117260,105030,105800,112620,9,16.4,96.417,0,50.547,749780000,11,"Q66HA8","Heat shock protein 105 kDa"
"Htt",-0.0378395974336636,5.41408505833202,0.0887949147309044,0.765714798456209,0.999672994216681,13546,11988,13322,13013,15389,12606,14125,14362,15751,1,0.6,343.76,0,7.7275,23130000,1,"P51111","Huntingtin"
"Hyou1",0.0927692875891424,9.76880298906694,0.533976402904955,0.464939877997442,0.999672994216681,290980,247160,290390,287340,316140,276890,276930,265010,283820,11,19.3,111.29,0,108.38,4863300000,29,"Q63617","Hypoxia up-regulated protein 1"
"Iah1",0.197917201803228,8.58033267696571,2.42178178923677,0.119658758041023,0.999672994216681,129590,115170,129960,128990,143820,113070,110980,113570,126830,4,28.5,28.004,0,18.747,1319800000,12,"Q711G3","Isoamyl acetate-hydrolyzing esterase 1 homolog"
"Ide",-0.00508243671315461,7.94378334755013,0.00160618003508262,0.968031598103304,0.999672994216681,72452,71380,78343,80472,89987,78604,78702,77749,88778,4,4.7,117.71,0,10.621,400170000,6,"P35559","Insulin-degrading enzyme"
"Idh1",-0.0543577765714002,10.886251968378,0.18406609717249,0.667901938592314,0.999672994216681,515960,525890,631480,617910,686830,566280,617860,657170,697620,21,55.3,46.734,0,125.55,2.0535e+10,67,"P41562","Isocitrate dehydrogenase [NADP] cytoplasmic"
"Idh2",0.0490449299286616,11.07351337704,0.149449844849187,0.699061661551,0.999672994216681,627340,630070,685180,768960,781720,580040,723030,743600,730790,20,50.2,50.967,0,108.75,1.806e+10,67,"P56574","Isocitrate dehydrogenase [NADP], mitochondrial"
"Idh3a",0.00890040568574072,8.27905399440655,0.00492469590139422,0.944053435097335,0.999672994216681,85074,91531,103220,102880,115290,90685,101180,102020,112930,9,23.5,39.613,0,16.789,3845300000,15,"Q99NA5","Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial"
"Idh3B",-0.024016294448172,7.78197125572176,0.0358782954665458,0.849767045079076,0.999672994216681,57507,63042,75269,72996,80830,62058,75741,74042,80139,4,13.5,42.353,0,11.359,1559400000,12,"Q68FX0","Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial"
"Idh3g",-0.0607276426936528,7.29427268702764,0.229526599210544,0.631875070388236,0.999672994216681,44461,42268,56161,48703,54807,51498,51251,50216,57893,3,10.9,42.851,0,44.192,382920000,4,"P41565","Isocitrate dehydrogenase [NAD] subunit gamma 1, mitochondrial"
"Idi1",-0.0520626313728526,7.77544923327497,0.168719201816884,0.681252610953722,0.999672994216681,55168,71838,61187,75284,79945,57149,67314,85937,83810,3,16.3,26.396,0,10.947,838190000,11,"O35760","Isopentenyl-diphosphate Delta-isomerase 1"
"Igssec1",0.0207743262524964,4.44334220166533,0.0266158026588528,0.870405447953951,0.999672994216681,7832.9,5340.2,8241.4,6261.4,7296.3,9426.1,6243.8,6213.1,6216.5,1,1.8,108.08,0,3.6458,274480000,3,"A0A0G2JUG7","IQ motif and SEC7 domain-containing protein 1"
"Ik",-0.0808113617181963,5.694034855052,0.405691550949889,0.524164444423954,0.999672994216681,15477,13803,16320,16753,18336,18433,17057,16774,17629,1,1.6,65.587,0,2.1186,181360000,3,"Q66HG8","Protein Red"
"Ikbip",0.0687358519564775,5.7894952499887,0.292456040614468,0.588650923552596,0.999672994216681,16173,16161,18743,18553,20648,16822,16763,17089,20073,1,6.2,42.36,0,5.2518,117140000,3,"Q5EAJ6","Inhibitor of nuclear factor kappa-B kinase-interacting protein"
"Ilf2",-0.107115323730276,6.44723970277161,0.714183261700555,0.398058558585652,0.999672994216681,43878,17086,27166,21303,24484,47453,25138,21977,23215,1,3.7,51.38,0,6.2904,300940000,2,"Q7TP98","Interleukin enhancer-binding factor 2"
"Ilf3",-0.0814171679299372,8.91219008313446,0.413078177071043,0.520411264625912,0.999672994216681,146450,115960,170880,151760,167560,159240,174810,148340,169200,4,5.2,95.934,0,23.449,977730000,11,"Q9JIL3","Interleukin enhancer-binding factor 3"
"Ilk",0.108113935651755,9.33926935652594,0.724851052708175,0.394557271263251,0.999672994216681,201570,198060,213350,203570,252370,190000,201070,198920,225550,6,17.7,51.373,0,30.439,2.828e+09,18,"Q99J82","Integrin-linked protein kinase"
"Immt",-0.0282484294620836,10.4565288898106,0.04967662607487,0.823626926645218,0.999672994216681,388340,394790,441960,482290,521470,396890,461030,478720,531920,19,38.6,67.176,0,156.26,1.072e+10,50,"Q3KR86","MICOS complex subunit Mic60"
"Impad1",-0.102865804655308,6.1826170193695,0.658325654801843,0.417151673105393,0.999672994216681,17520,20186,22423,24950,27694,17997,28750,25753,26879,3,13.2,38.569,0,16.691,170220000,4,"D4AD37","Inositol monophosphatase 3"
"Impdh2",0.0449796932697445,7.37985745381869,0.125590178377593,0.723048841252284,0.999672994216681,53582,47856,54657,52559,60890,53479,52068,52832,56213,3,8.6,55.814,0,15.522,561350000,6,"E9PU28","Inosine-5-monophosphate dehydrogenase 2"
"Iqsec1",0.0356514108580663,7.62921786315767,0.0789334539954325,0.778747997167378,0.999672994216681,61952,59964,63744,61772,71600,59439,63965,63856,69093,2,4.5,44.535,0,6.6472,690860000,6,"A0JPJ7","Obg-like ATPase 1"
"Isoc1",-0.0438504105421245,6.38126059185185,0.119507438867327,0.729569326926386,0.999672994216681,26616,22573,29632,23539,28968,29172,27155,25613,29135,2,16.2,32.002,0,9.5041,138950000,6,"Q6I7R3","Isochorismatase domain-containing protein 1"
"Itgb1",0.0360946696637313,9.24948440804659,0.0809571946638243,0.77600441694567,0.999672994216681,147080,194270,166290,229510,247460,144890,198680,207220,240930,9,16.1,88.494,0,73.687,2887500000,22,"P49134","Integrin beta-1"
"Itgb6",-0.109411586548613,5.36399676572156,0.743487909288945,0.38854586213872,0.999672994216681,9069.7,11765,12426,14893,15640,10687,14575,14173,17160,1,1.1,85.958,0,2.1477,362290000,2,"Q6AYF4","Integrin beta-6"
"Itpa",-0.0716393409808348,7.22600032357207,0.319483879756717,0.571917979497266,0.999672994216681,43094,39271,51288,45628,55323,50591,46707,49503,55049,4,36.9,21.927,0,11.44,604710000,6,"D3ZW55","Inosine triphosphate pyrophosphatase"
"Itpr2",-0.0817680344587731,8.532431548343,0.416602740532966,0.518637096823783,0.999672994216681,117240,86841,129510,113780,131280,135040,122810,109090,133610,5,3.3,307.05,0,19.423,948300000,14,"P29995","Inositol 1,4,5-trisphosphate receptor type 2"
"Itsn1",-0.0520182841586395,7.64411946263739,0.168418778788748,0.68152092919559,0.999672994216681,56872,51929,68035,63287,75612,66217,66994,64058,70303,3,2.4,194.19,0,23.239,438180000,5,"Q9WVE9","Intersectin-1"
"Ivd",-0.0650628664105813,10.2724568230385,0.263756717291471,0.607550907219127,0.999672994216681,281200,364320,375930,464650,453460,281660,450190,479290,458710,9,30,46.435,0,47.173,5848200000,23,"P12007","Isovaleryl-CoA dehydrogenase, mitochondrial"
"Jup",0.105792942249431,6.16614848457399,0.692563768469256,0.405293714626901,0.999672994216681,22854,22300,25114,21162,26806,21137,22838,22878,23526,7,10.7,81.8,0,15.565,486540000,5,"Q6P0K8","Junction plakoglobin"
"Kank2",-0.0582968543754538,6.46577345394805,0.211321232530963,0.645733800689363,0.999672994216681,24343,23013,31337,26996,33636,26397,28459,30710,33213,2,3.2,90.883,0,7.7084,175250000,3,"D3ZD05","KN motif and ankyrin repeat domain-containing protein 2"
"Kdelc2",0.0948001537350654,4.71325698740139,0.553895186456259,0.456730476456187,0.999672994216681,7554.2,7940.7,8379.3,8628,10704,7555.3,8195.8,7871.3,9612.2,2,7.5,58.701,0,3.6065,261070000,3,"Q566E5","KDEL motif-containing protein 2"
"Khdrbs1",-0.0189946671537947,8.5631915616006,0.0224479723208333,0.880901521856162,0.999672994216681,104850,106820,119720,127640,142880,98732,126760,130720,145540,8,20.1,48.315,0,23.607,3292100000,17,"Q91V33","KH domain-containing, RNA-binding, signal transduction-associated protein 1"
"Khsrp",0.00421341284295523,9.00770274065597,0.00110402774060958,0.973493636580144,0.999672994216681,158050,141830,170510,165000,188740,164590,167660,165470,176200,10,15.5,74.226,0,37.848,6677700000,24,"Q99PF5","Far upstream element-binding protein 2"
"Kidins220",-0.00803518054557638,4.64018044487789,0.00398916486508938,0.949639227237379,0.999672994216681,7038.5,6638.1,8518.9,7899.5,9825.2,7688.5,8558.8,6930.4,9716.4,1,1.8,195.71,0,6.4232,31102000,1,"Q9EQG6","Kinase D-interacting substrate of 220 kDa"
"Kif1a",-0.123519625125698,5.3266105426186,0.947732518117391,0.330297137641842,0.999672994216681,13285,9326.7,15749,11214,12065,17410,12554,11978,12908,3,2.6,192.93,0,6.319,1514900000,4,"F1M4A4","Kinesin-like protein"
"Kif2a;Kif2c",-0.0662032781252045,6.18578305337788,0.272457753507069,0.601687835298036,0.999672994216681,23495,17348,25536,23800,23847,27954,23405,22156,24095,2,2.7,79.792,0,7.1452,111950000,2,"Q9WV63;Q62909","Kinesin-like protein KIF2A;Kinesin-like protein KIF2C"
"Kif5b",0.0140153021512502,9.45604009220275,0.0122136859189368,0.912000521423943,0.999672994216681,201470,208480,219230,229160,269300,196060,227010,230750,265340,11,14.2,109.53,0,84.844,2568700000,24,"Q2PQA9","Kinesin-1 heavy chain"
"Klc1",-0.00592880650456091,6.0795075693181,0.00218151321280402,0.962747012634462,0.999672994216681,19628,18504,23377,22493,23936,23628,22215,19759,23193,3,11.2,63.744,0,31.88,467650000,6,"P37285","Kinesin light chain 1"
"Klc4",-0.0185980554586263,4.64658744194011,0.0213769604656591,0.883756701173733,0.999672994216681,8049.2,6175.5,8728.1,7105,9931.7,10138,7596.3,6799.8,8436.4,1,2.7,68.963,0,10.099,140360000,3,"Q5PQM2","Kinesin light chain 4"
"Kpna1;Kpna5",0.0857398794301326,6.31775978089702,0.4552792259109,0.499838537427938,0.999672994216681,26117,20914,29741,24517,29830,28623,23571,23395,25316,2,4.8,60.136,0,5.809,448260000,6,"P83953;Q56R16","Importin subunit alpha-5;Importin subunit alpha-5, N-terminally processed;Importin subunit alpha-6"
"Kpnb1",0.0261161960527058,11.0574805880916,0.0424030381891498,0.836853418064807,0.999672994216681,637630,616950,656660,722250,799430,621510,676720,711750,761930,20,39.5,97.123,0,154.12,2.2604e+10,75,"P52296","Importin subunit beta-1"
"Lamp1",-0.0426829353077381,9.63061734876436,0.113443896364515,0.736256865968879,0.999672994216681,241010,220360,274310,245580,266860,249130,297730,247910,261230,5,14.7,43.969,0,70.615,4532700000,15,"P14562","Lysosome-associated membrane glycoprotein 1"
"Lamp2",0.0256551568623416,8.18313299278045,0.040897760477975,0.839735398804882,0.999672994216681,82477,88447,101970,93874,100270,79122,112420,93482,92509,3,6.6,45.155,0,7.3594,3893500000,14,"P17046","Lysosome-associated membrane glycoprotein 2"
"Lamtor1",-0.130949784492233,5.2149180203204,1.06496366460192,0.302085812067687,0.999672994216681,13433,8072.8,13241,10423,11789,14779,14394,10811,10906,1,7.5,17.721,0,7.0507,3.22e+08,3,"Q6P791","Ragulator complex protein LAMTOR1"
"Lamtor3",0.0148465225947386,7.64204709171035,0.0136963151344389,0.90683528409906,0.999672994216681,45810,62664,58880,69463,85077,42280,71647,72383,75613,1,8.9,13.58,0,5.813,442890000,6,"Q5U204","Ragulator complex protein LAMTOR3"
"Lancl1",-0.0594363375877453,7.49357367889409,0.219894740465179,0.63912013255445,0.999672994216681,55848,48372,56466,58909,62953,59907,57682,57261,67143,1,3,45.239,0,6.281,194050000,3,"Q9QX69","LanC-like protein 1"
"Lap3",0.138941369653488,11.2125683546028,1.19626728850812,0.274069005412092,0.999672994216681,823910,680260,838520,767600,833960,740050,742230,722160,738950,23,57.6,56.149,0,172.42,1.8833e+10,65,"Q68FS4","Cytosol aminopeptidase"
"Lasp1",0.0786103037475943,9.79880539813957,0.383577046519349,0.53569505148143,0.999672994216681,372850,220940,312040,246900,300930,362140,254240,241510,269220,11,45.2,29.97,0,53.507,1.0072e+10,35,"Q99MZ8","LIM and SH3 domain protein 1"
"Lcmt1",0.0301844459171565,5.20655463878743,0.0563672509656357,0.81233261798898,0.999672994216681,9952.2,10885,12726,12090,13977,9859.4,12069,12388,13703,1,6.9,38.33,0,12.564,120180000,2,"Q6P4Z6","Leucine carboxyl methyltransferase 1"
"Ldha",0.0420138648169989,10.7776335587651,0.109690227600368,0.740497083188438,0.999672994216681,597250,541680,496820,582700,606510,543390,530960,605680,584590,17,48.2,36.45,0,69.431,5.1333e+10,70,"P04642","L-lactate dehydrogenase A chain"
"Ldhb",-0.0343028280612219,11.4939863113153,0.0732682865758392,0.786636273596663,0.999672994216681,705710,813360,989890,1013300,1048800,753670,964050,1066600,1060100,15,57.8,36.612,0,110.89,6.3537e+10,88,"P42123","L-lactate dehydrogenase B chain"
"Letm1",0.0483495583457337,8.69550335507604,0.145193979027226,0.703171136092098,0.999672994216681,114030,122770,127080,151500,157360,104670,143000,145670,141480,6,12.6,83.059,0,24.503,983870000,10,"Q5XIN6","LETM1 and EF-hand domain-containing protein 1, mitochondrial"
"Lgals1",0.0676354683168702,10.9244740323528,0.284070864458045,0.594045357265718,0.999672994216681,470560,669320,552600,654080,825170,455970,564730,704090,773140,9,80.7,14.857,0,79.876,1.7243e+10,43,"P11762","Galectin-1"
"Lgmn",-0.0613157146036736,8.44137987170627,0.234141827802887,0.628469587795471,0.999672994216681,206850,68477,105350,71915,85337,184610,108010,74908,94038,2,7.4,49.466,0,19.825,1018400000,6,"Q9R0J8","Legumain"
"Lhpp",-0.0283018982220978,8.60043811334794,0.0498482713162502,0.82332750351195,0.999672994216681,105170,107660,125880,135140,141980,104800,124330,139740,147510,4,36.3,29.19,0,67.275,2588100000,16,"Q5I0D5","Phospholysine phosphohistidine inorganic pyrophosphate phosphatase"
"Lima1",0.213434075208687,5.93874659109499,2.80798084037133,0.093796364603397,0.999672994216681,19139,19026,24178,18600,23424,17216,19531,17808,19375,1,0.9,83.796,0.0044053,1.4114,74270000,1,"F1LR10","LIM domain and actin-binding protein 1 (Epithelial protein lost in neoplasm)"
"Lin7c;Lin7a;Lin7b",-0.155757821565218,5.32409170249428,1.50799984875694,0.219444545557767,0.999672994216681,11349,10415,12443,11486,15466,13922,14401,12436,14951,2,13.2,21.834,0,6.6554,243530000,2,"Q792I0;Q9Z250;Q9Z252","Protein lin-7 homolog C;Protein lin-7 homolog A;Protein lin-7 homolog B"
"Lipa",0.123654790775012,6.84885113409836,0.946553192088697,0.330598207160909,0.999672994216681,34912,35951,41730,34045,44449,34677,38666,33028,37654,2,8.1,45.185,0,8.8138,335930000,6,"Q64194","Lysosomal acid lipase/cholesteryl ester hydrolase"
"Llgl1",-0.025266246782908,7.16605170832475,0.03969405954075,0.842079954089716,0.999672994216681,43613,37236,52475,44842,49826,48270,48140,44693,48923,5,7.6,112.49,0,35.804,1760200000,11,"Q8K4K5","Lethal(2) giant larvae protein homolog 1"
"Lman1",-0.0893137819341059,7.02693981471944,0.496680595471517,0.480962282108859,0.999672994216681,41543,32908,43804,40709,43648,48038,43766,40569,44182,2,7.5,57.956,0,4.2101,501300000,3,"Q62902","Protein ERGIC-53"
"Lmna",0.0304117499412759,10.2993565044623,0.0574890130010317,0.810509599699689,0.999672994216681,291040,418520,364500,445620,514510,285590,386160,462270,510050,19,32,74.323,0,91.022,5242800000,37,"P48679","Prelamin-A/C;Lamin-A/C"
"Lmnb1",0.00387428946006705,10.8581566850323,0.000933704054205009,0.975623176984123,0.999672994216681,543170,519080,598340,623710,688360,529450,621540,612550,672570,27,42.9,66.606,0,106.99,1.597e+10,65,"P70615","Lamin-B1"
"Lonp1",0.0734914117760925,9.87696845512551,0.335301559285881,0.562553888232967,0.999672994216681,279100,270730,304300,338980,343020,255860,307650,317910,318860,13,22.3,105.79,0,94.579,5.664e+09,36,"Q924S5","Lon protease homolog, mitochondrial"
"Lpcat1",0.121831279526988,6.52219363354466,0.918527510136272,0.337861897264305,0.999672994216681,28308,27168,32162,30596,34049,27761,29095,29055,28920,1,1.9,59.761,0,2.2027,32210000,1,"Q1HAQ0","Lysophosphatidylcholine acyltransferase 1"
"Lpcat2",-0.200869917129061,4.19334699243697,2.49668581720033,0.114086154977776,0.999672994216681,8004.6,3423.5,6226.2,4774.9,4862.1,9956.3,5890.7,4593.2,5135.9,1,3.9,59.829,0,5.2721,36200000,1,"P0C1Q3","Lysophosphatidylcholine acyltransferase 2"
"Lpcat3",0.136015828634614,6.54563857295447,1.14439204391374,0.284726175784455,0.999672994216681,35498,24402,33186,30415,31646,37303,25236,26067,26868,1,2.7,56.017,0,3.4568,237320000,4,"Q5FVN0","Lysophospholipid acyltransferase 5"
"Lrp1",-0.1761502564321,9.02587494560843,1.93742917694334,0.163947942127211,0.999672994216681,160730,129080,185650,142300,169960,206480,181460,159160,181190,16,5.1,504.88,0,54.169,1609300000,21,"G3V928","Prolow-density lipoprotein receptor-related protein 1 (LRP-1) [Cleaved into: Low-density lipoprotein receptor-related protein 1 85 kDa subunit (LRP-85); Low-density lipoprotein receptor-related protein 1 515 kDa subunit (LRP-515); Low-density lipoprotein receptor-related protein 1 intracellular domain (LRPICD)]"
"Lrpap1",-0.028301527600141,6.44965380791814,0.0497677550233675,0.823467891060917,0.999672994216681,28127,21460,30257,26678,32374,30967,27796,26786,30193,2,5.6,42.031,0,2.5987,486820000,5,"Q99068","Alpha-2-macroglobulin receptor-associated protein"
"Lrpprc",-0.102897535865653,9.72514297576467,0.660215131441319,0.416484004068831,0.999672994216681,241710,222990,274760,270320,301740,263640,289180,289410,313460,13,11.8,156.65,0,43.472,3256500000,32,"Q5SGE0","Leucine-rich PPR motif-containing protein, mitochondrial"
"Lrrc57",-0.166038709768749,6.39820029553405,1.71800130112415,0.189950524796407,0.999672994216681,23266,21349,25036,27417,31212,26234,30204,30004,31422,1,5.4,26.724,0,2.1435,37804000,1,"Q5FVI3","Leucine-rich repeat-containing protein 57"
"Lrrc59",0.0648812486447986,9.25569114675787,0.261373807403515,0.609177897910353,0.999672994216681,192790,179600,191440,201210,230490,186820,195630,192480,207090,10,28.7,34.869,0,35.922,1.021e+10,28,"Q5RJR8","Leucine-rich repeat-containing protein 59"
"Lrrc8a",-0.172923634489187,6.19339771042801,1.86307836935114,0.172269932352542,0.999672994216681,18525,17725,25106,23216,26741,23586,25308,25953,27664,1,1.2,94.161,0,3.6548,45706000,1,"Q4V8I7","Volume-regulated anion channel subunit LRRC8A"
"Lrrfip1",-0.0797002259354118,5.48436986292177,0.394388881600335,0.530001393911646,0.999672994216681,13531,13552,13706,12520,16287,14456,14190,14834,17134,1,2,80.018,0,2.3265,26686000,1,"Q66HF9","Leucine-rich repeat flightless-interacting protein 1"
