TICI1,TICI2,TICI3,TICI4,TICI5,VEH1,VEH3,VEH4,VEH5,peptide_no,percent_sequence_coverage,mol_weight,q_value,score,intensity,msms_count,protein_ids,protein_names,gene_names
639970,526780,743340,646050,754810,702590,702850,672660,717370,16,30.1,73.782,0,114.45,13103000000,49,Q62826,Heterogeneous nuclear ribonucleoprotein M,Hnrnpm
271260,274270,306380,316780,351710,264530,319100,305220,331630,13,30.6,59.71,0,52.629,10977000000,36,Q7TP47,Heterogeneous nuclear ribonucleoprotein Q,Syncrip
733440,764710,955060,963180,1010900,760370,958580,955590,1002700,33,41.1,102.41,0,159.18,22040000000,93,P05708,Hexokinase-1,Hk1
155000,75195,113430,94528,94577,137700,65790,62557,66757,8,12.8,102.54,0,35.283,1321700000,13,P27881,Hexokinase-2,Hk2
7853.5,4134.5,7414.1,5626.9,6672.8,6604.2,5127.8,4909.9,6437.5,5,7.7,100.25,0.0056533,1.3646,110240000,2,P27926,Hexokinase-3,Hk3
296040,337590,351520,407260,446010,281270,416620,411720,444820,11,51.6,24.893,0,35.469,32232000000,39,P63159,High mobility group protein B1,Hmgb1
182480,182230,186060,212580,244480,145530,222020,215520,216620,9,43.3,24.159,0,16.057,6582900000,16,P52925,High mobility group protein B2,Hmgb2
111040,117770,144620,185290,159220,95778,122790,133360,122470,6,29,11.706,0,14.418,6796600000,14,Q8K585,High mobility group protein HMG-I/HMG-Y,Hmga1
91701,68183,85111,78189,87797,103970,76238,78892,83124,2,30.2,13.777,0,40.19,3720500000,9,P62959,Histidine triad nucleotide-binding protein 1,Hint1
15969,10698,15592,13739,16604,15774,15975,15245,16825,2,5.2,55.092,0,4.7268,143660000,3,Q4QQW4;Q6P6W3,Histone deacetylase 1;Histone deacetylase 3,Hdac1;Hdac3
40642,25061,44301,31784,38009,51097,40884,32784,34439,3,9.3,20.885,0,29.684,2398300000,8,P43278,"Histone H1.0;Histone H1.0, N-terminally processed",H1f0
69582,50146,87660,68994,74655,77358,89998,67917,70469,7,22,22.004,0,10.498,3528800000,8,D4A3K5,Histone H1.1,Hist1h1a
596150,536520,731000,743680,736230,602380,800560,718710,742640,16,40.6,21.987,0,82.736,2.34E+11,82,P15865,Histone H1.4,Hist1h1e
219580,195600,257900,241100,247380,243050,274870,231680,240120,14,35.6,22.649,0,40.105,22583000000,40,D3ZBN0,Histone H1.5,Hist1h1b
213580,214410,249650,286330,282080,225800,303690,275530,278900,6,28.5,14.175,0,31.567,1.62E+11,41,Q64598;Q4FZT6,Histone H2A type 1-F;Histone H2A type 3,na
80023,66790,87869,94301,96381,86702,97360,89532,89989,5,31.2,13.553,0,23.574,20019000000,13,P0C0S7,Histone H2A.Z,H2afz
709470,608790,850860,830350,856140,817910,877480,794310,811960,9,58.4,13.99,0,58.733,4.92E+11,122,Q00715,Histone H2B type 1,na
19558,15512,21195,19349,21790,22316,20097,18937,19668,8,55.1,14.224,0,1.8109,50499000000,4,Q00729,Histone H2B type 1-A,Hist1h2ba
210070,234980,302820,301400,344140,246820,484980,345240,304710,7,50.7,15.404,0,32.75,1.22E+11,55,Q6LED0,Histone H3.1,na
33168,31812,41941,41353,45872,34740,50503,42390,42819,6,50,15.328,0,19.134,1238500000,8,P84245,Histone H3.3,H3f3b
434450,573010,622490,699720,742270,464420,933600,751150,707870,14,65,11.367,0,112.26,1.37E+11,70,P62804,Histone H4;Osteogenic growth peptide,Hist1h4b
22306,21952,24428,21295,27171,24080,25763,25737,26850,1,2.8,70.34,0,3.6164,273630000,3,Q4AE70,Histone-arginine methyltransferase CARM1,Carm1
212080,182660,219100,217470,251710,234570,243320,235630,261660,8,23.3,47.82,0,52.796,4982500000,23,Q71UF4,Histone-binding protein RBBP7,Rbbp7
68001,60725,72109,71504,77833,71884,64800,64331,70871,1,9.8,14.3,0.0031566,1.5086,824020000,3,Q05095,Homeobox protein CDX-1,Cdx1
189440,174720,215320,204800,229000,206070,225990,218210,222810,10,24.7,41.279,0,43.716,7641400000,27,P50503,Hsc70-interacting protein,St13
19177,14759,18997,15590,19673,20668,17267,16263,17513,2,8.2,44.51,0,4.7792,148420000,2,Q63692,"Hsp90 co-chaperone Cdc37;Hsp90 co-chaperone Cdc37, N-terminally processed",Cdc37
13546,11988,13322,13013,15389,12606,14125,14362,15751,1,0.6,343.76,0,7.7275,23130000,1,P51111,Huntingtin,Htt
151740,225570,246200,270960,277180,148580,274810,262810,272340,8,42,34.447,0,48.195,7972200000,21,Q9WVK7,"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial",Hadh
50078,46821,55513,55013,60770,53067,53362,56184,61910,4,11.1,34.191,0,7.722,579570000,5,P97519,"Hydroxymethylglutaryl-CoA lyase, mitochondrial",Hmgcl
320750,511040,401860,514510,473070,323930,467950,604050,516290,13,36.3,57.433,0,126.89,12749000000,46,P17425,"Hydroxymethylglutaryl-CoA synthase, cytoplasmic",Hmgcs1
70979,120000,115850,125680,147680,71433,129760,123490,146050,7,24.4,56.885,0,34.013,429910000,8,P22791,"Hydroxymethylglutaryl-CoA synthase, mitochondrial",Hmgcs2
121030,197000,156680,219270,215360,105440,167330,206140,201480,5,14.5,58.343,0,49.077,2013400000,16,Q4V8F9,Hydroxysteroid dehydrogenase-like protein 2,Hsdl2
30721,28578,27609,30894,38442,28096,28617,30772,31422,3,12.8,24.477,0,6.7432,583400000,6,P27605,Hypoxanthine-guanine phosphoribosyltransferase,Hprt1
290980,247160,290390,287340,316140,276890,276930,265010,283820,11,19.3,111.29,0,108.38,4863300000,29,Q63617,Hypoxia up-regulated protein 1,Hyou1
124660,113540,126650,125000,124240,64395,57786,56393,59497,3,12.9,46.337,0,31.66,4446800000,15,Q6AYC2,Immunity-related GTPase family M protein,Irgm
26117,20914,29741,24517,29830,28623,23571,23395,25316,2,4.8,60.136,0,5.809,448260000,6,P83953;Q56R16,"Importin subunit alpha-5;Importin subunit alpha-5, N-terminally processed;Importin subunit alpha-6",Kpna1;Kpna5
637630,616950,656660,722250,799430,621510,676720,711750,761930,20,39.5,97.123,0,154.12,22604000000,75,P52296,Importin subunit beta-1,Kpnb1
8958.1,7090.3,11418,9425.3,9761.8,11913,10182,9314.7,9900.1,1,7.3,36.907,0,8.4618,332620000,3,Q4V8B7,Inactive hydroxysteroid dehydrogenase-like protein 1,Hsdl1
16173,16161,18743,18553,20648,16822,16763,17089,20073,1,6.2,42.36,0,5.2518,117140000,3,Q5EAJ6,Inhibitor of nuclear factor kappa-B kinase-interacting protein,Ikbip
43094,39271,51288,45628,55323,50591,46707,49503,55049,4,36.9,21.927,0,11.44,604710000,6,D3ZW55,Inosine triphosphate pyrophosphatase,Itpa
53582,47856,54657,52559,60890,53479,52068,52832,56213,3,8.6,55.814,0,15.522,561350000,6,E9PU28,Inosine-5-monophosphate dehydrogenase 2,Impdh2
117240,86841,129510,113780,131280,135040,122810,109090,133610,5,3.3,307.05,0,19.423,948300000,14,P29995,"Inositol 1,4,5-trisphosphate receptor type 2",Itpr2
25518,23647,26975,25859,27369,22376,20720,19529,21518,3,15.9,30.511,0,9.5144,616030000,6,P97697,Inositol monophosphatase 1,Impa1
17520,20186,22423,24950,27694,17997,28750,25753,26879,3,13.2,38.569,0,16.691,170220000,4,D4AD37,Inositol monophosphatase 3,Impad1
72452,71380,78343,80472,89987,78604,78702,77749,88778,4,4.7,117.71,0,10.621,400170000,6,P35559,Insulin-degrading enzyme,Ide
0,0,0,0,0,0,0,0,0,1,3.8,30.314,0,5.3974,0,4,Q5XIE8,"Integral membrane protein 2B;BRI2, membrane form;BRI2 intracellular domain;BRI2C, soluble form;Bri23 peptide",Itm2b
147080,194270,166290,229510,247460,144890,198680,207220,240930,9,16.1,88.494,0,73.687,2887500000,22,P49134,Integrin beta-1,Itgb1
9069.7,11765,12426,14893,15640,10687,14575,14173,17160,1,1.1,85.958,0,2.1477,362290000,2,Q6AYF4,Integrin beta-6,Itgb6
201570,198060,213350,203570,252370,190000,201070,198920,225550,6,17.7,51.373,0,30.439,2828000000,18,Q99J82,Integrin-linked protein kinase,Ilk
16863,15351,14588,13658,18167,13739,8401,7843.3,10376,1,2.6,60.141,0,2.268,50371000,1,Q00238,Intercellular adhesion molecule 1,Icam1
2488800,1840100,2304200,1818200,2083300,524300,473400,442450,542470,37,53.8,74.468,0,314.41,1.12E+11,150,P18588,Interferon-induced GTP-binding protein Mx1,Mx1
1545800,1145100,1352100,865660,1167600,336370,327400,287430,361670,36,54.5,75.073,0,130.45,39326000000,84,P18589;P18590,Interferon-induced GTP-binding protein Mx2;Interferon-induced GTP-binding protein Mx3,Mx2;Mx3
893090,1065300,1178500,1307300,1175600,401940,308780,313450,352610,24,43.1,67.108,0,249.62,38588000000,90,Q63663,Interferon-induced guanylate-binding protein 2,Gbp2
38219,32305,43665,39652,50476,29805,28847,25378,31135,2,30.7,14.971,0,14.037,1894900000,6,P26376,Interferon-induced transmembrane protein 3,ifitm3
111140,122150,114480,127860,141990,51334,57101,53151,59876,4,11.3,58.258,0,21.116,363090000,5,Q63184,"Interferon-induced, double-stranded RNA-activated protein kinase",Eif2ak2
23752,26043,27007,26226,31681,23789,28465,27282,31681,1,2.9,34.355,0,3.1637,67762000,1,Q4V8C7,Interferon-inducible double-stranded RNA-dependent protein kinase activator A,Prkra
43878,17086,27166,21303,24484,47453,25138,21977,23215,1,3.7,51.38,0,6.2904,300940000,2,Q7TP98,Interleukin enhancer-binding factor 2,Ilf2
146450,115960,170880,151760,167560,159240,174810,148340,169200,4,5.2,95.934,0,23.449,977730000,11,Q9JIL3,Interleukin enhancer-binding factor 3,Ilf3
56872,51929,68035,63287,75612,66217,66994,64058,70303,3,2.4,194.19,0,23.239,438180000,5,Q9WVE9,Intersectin-1,Itsn1
129590,115170,129960,128990,143820,113070,110980,113570,126830,4,28.5,28.004,0,18.747,1319800000,12,Q711G3,Isoamyl acetate-hydrolyzing esterase 1 homolog,Iah1
180080,195310,219310,241860,238870,188980,252190,262800,261930,8,27.9,34.41,0,48.07,3378700000,22,Q8VI04,Isoaspartyl peptidase/L-asparaginase;Isoaspartyl peptidase/L-asparaginase alpha chain;Isoaspartyl peptidase/L-asparaginase beta chain,Asrgl1
26616,22573,29632,23539,28968,29172,27155,25613,29135,2,16.2,32.002,0,9.5041,138950000,6,Q6I7R3,Isochorismatase domain-containing protein 1,Isoc1
85074,91531,103220,102880,115290,90685,101180,102020,112930,9,23.5,39.613,0,16.789,3845300000,15,Q99NA5,"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial",Idh3a
57507,63042,75269,72996,80830,62058,75741,74042,80139,4,13.5,42.353,0,11.359,1559400000,12,Q68FX0,"Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial",Idh3B
44461,42268,56161,48703,54807,51498,51251,50216,57893,3,10.9,42.851,0,44.192,382920000,4,P41565,"Isocitrate dehydrogenase [NAD] subunit gamma 1, mitochondrial",Idh3g
515960,525890,631480,617910,686830,566280,617860,657170,697620,21,55.3,46.734,0,125.55,20535000000,67,P41562,Isocitrate dehydrogenase [NADP] cytoplasmic,Idh1
627340,630070,685180,768960,781720,580040,723030,743600,730790,20,50.2,50.967,0,108.75,18060000000,67,P56574,"Isocitrate dehydrogenase [NADP], mitochondrial",Idh2
55168,71838,61187,75284,79945,57149,67314,85937,83810,3,16.3,26.396,0,10.947,838190000,11,O35760,Isopentenyl-diphosphate Delta-isomerase 1,Idi1
281200,364320,375930,464650,453460,281660,450190,479290,458710,9,30,46.435,0,47.173,5848200000,23,P12007,"Isovaleryl-CoA dehydrogenase, mitochondrial",Ivd
22854,22300,25114,21162,26806,21137,22838,22878,23526,7,10.7,81.8,0,15.565,486540000,5,Q6P0K8,Junction plakoglobin,Jup
7554.2,7940.7,8379.3,8628,10704,7555.3,8195.8,7871.3,9612.2,2,7.5,58.701,0,3.6065,261070000,3,Q566E5,KDEL motif-containing protein 2,Kdelc2
316620,489510,378850,408730,465900,301020,337240,400460,483320,10,39.6,33.554,0,76.302,4610100000,32,Q9QYU4,Ketimine reductase mu-crystallin,Crym
104850,106820,119720,127640,142880,98732,126760,130720,145540,8,20.1,48.315,0,23.607,3292100000,17,Q91V33,"KH domain-containing, RNA-binding, signal transduction-associated protein 1",Khdrbs1
7038.5,6638.1,8518.9,7899.5,9825.2,7688.5,8558.8,6930.4,9716.4,1,1.8,195.71,0,6.4232,31102000,1,Q9EQG6,Kinase D-interacting substrate of 220 kDa,Kidins220
19628,18504,23377,22493,23936,23628,22215,19759,23193,3,11.2,63.744,0,31.88,467650000,6,P37285,Kinesin light chain 1,Klc1
8049.2,6175.5,8728.1,7105,9931.7,10138,7596.3,6799.8,8436.4,1,2.7,68.963,0,10.099,140360000,3,Q5PQM2,Kinesin light chain 4,Klc4
201470,208480,219230,229160,269300,196060,227010,230750,265340,11,14.2,109.53,0,84.844,2568700000,24,Q2PQA9,Kinesin-1 heavy chain,Kif5b
13285,9326.7,15749,11214,12065,17410,12554,11978,12908,3,2.6,192.93,0,6.319,1514900000,4,F1M4A4,Kinesin-like protein,Kif1a
23495,17348,25536,23800,23847,27954,23405,22156,24095,2,2.7,79.792,0,7.1452,111950000,2,Q9WV63;Q62909,Kinesin-like protein KIF2A;Kinesin-like protein KIF2C,Kif2a;Kif2c
429380,318070,443820,364900,409300,493130,420780,406840,429470,5,44,20.819,0,65.687,4802900000,21,Q6P7Q4,Lactoylglutathione lyase,Glo1
255410,173250,241340,211350,241130,279920,240510,214250,241720,9,27.2,50.277,0,83.314,4183900000,22,Q62733,"Lamina-associated polypeptide 2, isoform beta",Tmpo
543170,519080,598340,623710,688360,529450,621540,612550,672570,27,42.9,66.606,0,106.99,15970000000,65,P70615,Lamin-B1,Lmnb1
55848,48372,56466,58909,62953,59907,57682,57261,67143,1,3,45.239,0,6.281,194050000,3,Q9QX69,LanC-like protein 1,Lancl1
10053,6925.7,9674.1,9041.8,10197,8724.5,8250.5,7486.5,10230,1,1.4,83.3,0,2.3591,318200000,2,P48450,Lanosterol synthase,Lss
18256,17767,24230,17340,20872,20252,25513,19242,22757,1,2.7,55.903,0,18.098,1272200000,5,Q63016,Large neutral amino acids transporter small subunit 1,Slc7a5
66624,45365,74040,53078,62017,82009,60340,56799,63238,5,7.3,120.01,0,31.892,622150000,12,Q6MG49,Large proline-rich protein BAG6,Bag6
239110,266900,304420,294830,315580,223650,323850,314210,329470,5,25.1,25.58,0,44.583,9914600000,22,Q64361,Latexin,Lxn
206850,68477,105350,71915,85337,184610,108010,74908,94038,2,7.4,49.466,0,19.825,1018400000,6,Q9R0J8,Legumain,Lgmn
43613,37236,52475,44842,49826,48270,48140,44693,48923,5,7.6,112.49,0,35.804,1760200000,11,Q8K4K5,Lethal(2) giant larvae protein homolog 1,Llgl1
114030,122770,127080,151500,157360,104670,143000,145670,141480,6,12.6,83.059,0,24.503,983870000,10,Q5XIN6,"LETM1 and EF-hand domain-containing protein 1, mitochondrial",Letm1
9952.2,10885,12726,12090,13977,9859.4,12069,12388,13703,1,6.9,38.33,0,12.564,120180000,2,Q6P4Z6,Leucine carboxyl methyltransferase 1,Lcmt1
241710,222990,274760,270320,301740,263640,289180,289410,313460,13,11.8,156.65,0,43.472,3256500000,32,Q5SGE0,"Leucine-rich PPR motif-containing protein, mitochondrial",Lrpprc
13531,13552,13706,12520,16287,14456,14190,14834,17134,1,2,80.018,0,2.3265,26686000,1,Q66HF9,Leucine-rich repeat flightless-interacting protein 1,Lrrfip1
23266,21349,25036,27417,31212,26234,30204,30004,31422,1,5.4,26.724,0,2.1435,37804000,1,Q5FVI3,Leucine-rich repeat-containing protein 57,Lrrc57
192790,179600,191440,201210,230490,186820,195630,192480,207090,10,28.7,34.869,0,35.922,10210000000,28,Q5RJR8,Leucine-rich repeat-containing protein 59,Lrrc59
23775,23852,25846,23475,27075,22741,18823,18766,22021,1,3.3,32.995,0,2.0836,57490000,1,P97829,Leukocyte surface antigen CD47,Cd47
368390,167460,219660,176760,211850,445070,211390,187990,203080,11,21.9,69.088,0,48.429,4621300000,35,P30349,Leukotriene A-4 hydrolase,Lta4h
372850,220940,312040,246900,300930,362140,254240,241510,269220,11,45.2,29.97,0,53.507,10072000000,35,Q99MZ8,LIM and SH3 domain protein 1,Lasp1
93790,133250,116660,169520,131800,92414,109120,137070,119690,6,29.5,35.318,0,63.335,2958400000,13,P97544,Lipid phosphate phosphohydrolase 3,Ppap2b
597250,541680,496820,582700,606510,543390,530960,605680,584590,17,48.2,36.45,0,69.431,51333000000,70,P04642,L-lactate dehydrogenase A chain,Ldha
705710,813360,989890,1013300,1048800,753670,964050,1066600,1060100,15,57.8,36.612,0,110.89,63537000000,88,P42123,L-lactate dehydrogenase B chain,Ldhb
279100,270730,304300,338980,343020,255860,307650,317910,318860,13,22.3,105.79,0,94.579,5664000000,36,Q924S5,"Lon protease homolog, mitochondrial",Lonp1
177530,256780,234260,299470,309810,180280,298110,343280,346360,10,23.1,71.282,0,78.587,3881800000,33,P97849,Long-chain fatty acid transport protein 1,Slc27a1
263210,377010,359070,432730,437990,255540,373990,414070,432110,12,33.3,47.872,0,61.116,12697000000,45,P15650,"Long-chain specific acyl-CoA dehydrogenase, mitochondrial",Acadl
76640,90125,105880,105250,111470,75471,104400,107480,108360,9,17.9,78.179,0,45.885,2238100000,18,P33124,Long-chain-fatty-acid--CoA ligase 6,Acsl6
745710,778470,703230,766070,828730,764150,693060,762850,834350,25,41.2,80.518,0,216.62,26722000000,86,Q924N5,Long-chain-fatty-acid--CoA ligase ACSBG1,Acsbg1
38411,34997,40705,39528,42244,41063,38087,37904,41425,3,25.3,18.151,0,12.142,810640000,8,P41498,Low molecular weight phosphotyrosine protein phosphatase,Acp1
234770,199140,270270,242070,275350,263400,265040,238830,254720,11,30.8,47.777,0,45.806,5161200000,29,P38656,Lupus La protein homolog,Ssb
452210,396600,477470,458370,519760,389950,372170,366630,394310,13,30,71.622,0,89.419,6857700000,40,Q5XIM7,Lysine--tRNA ligase,Kars
28308,27168,32162,30596,34049,27761,29095,29055,28920,1,1.9,59.761,0,2.2027,32210000,1,Q1HAQ0,Lysophosphatidylcholine acyltransferase 1,Lpcat1
8004.6,3423.5,6226.2,4774.9,4862.1,9956.3,5890.7,4593.2,5135.9,1,3.9,59.829,0,5.2721,36200000,1,P0C1Q3,Lysophosphatidylcholine acyltransferase 2,Lpcat2
35498,24402,33186,30415,31646,37303,25236,26067,26868,1,2.7,56.017,0,3.4568,237320000,4,Q5FVN0,Lysophospholipid acyltransferase 5,Lpcat3
34912,35951,41730,34045,44449,34677,38666,33028,37654,2,8.1,45.185,0,8.8138,335930000,6,Q64194,Lysosomal acid lipase/cholesteryl ester hydrolase,Lipa
55069,41561,60406,49356,59373,57681,57624,53343,61321,3,7.6,48.319,0,3.2412,460040000,5,P20611,Lysosomal acid phosphatase,Acp2
344100,294950,411930,337150,399770,411240,415980,360480,414740,10,15,106.21,0,58.641,3705400000,29,Q6P7A9,Lysosomal alpha-glucosidase,Gaa
126970,139050,148110,173060,172300,118120,167000,150220,164450,4,10,54.09,0,47.199,1370100000,9,P27615,Lysosome membrane protein 2,Scarb2
241010,220360,274310,245580,266860,249130,297730,247910,261230,5,14.7,43.969,0,70.615,4532700000,15,P14562,Lysosome-associated membrane glycoprotein 1,Lamp1
82477,88447,101970,93874,100270,79122,112420,93482,92509,3,6.6,45.155,0,7.3594,3893500000,14,P17046,Lysosome-associated membrane glycoprotein 2,Lamp2
219700,192240,228730,217240,248680,243670,216070,241820,255630,5,47.8,12.477,0,49.013,15628000000,27,P30904,Macrophage migration inhibitory factor,Mif
711970,267800,314790,306760,365640,644090,287280,315650,331680,7,26.9,38.798,0,72.471,3492700000,19,Q6AYC4,Macrophage-capping protein,Capg
320810,232430,245820,238800,286030,283750,208780,203560,233140,18,29.4,95.797,0,106.27,8291900000,42,Q62667,Major vault protein,Mvp
395580,335160,388910,378260,417160,407340,398610,382650,400200,15,42.8,36.483,0,95.564,20874000000,51,O88989,"Malate dehydrogenase, cytoplasmic",Mdh1
683550,744450,819250,897220,938530,685970,810150,869360,879560,19,60.7,35.683,0,176.31,88449000000,105,P04636,"Malate dehydrogenase, mitochondrial",Mdh2
67245,64323,68184,68943,82186,60373,72519,75342,73246,2,19.2,20.55,0,28.514,1249800000,9,Q4G009,Malignant T-cell-amplified sequence 1,Mcts1
63762,88217,97889,95917,109420,71177,110880,115580,123650,4,12.5,25.639,0,9.0772,1035700000,12,Q5XII0,Mammalian ependymin-related protein 1,Epdr1
31146,27326,30656,31385,36323,29410,29840,29920,36438,2,8,46.423,0,12.1,175990000,3,Q68FX1,Mannose-6-phosphate isomerase,Mpi
23560,16076,21064,18501,21925,21777,20179,15768,19827,5,8.8,91.87,0,13.156,270960000,5,O88941,Mannosyl-oligosaccharide glucosidase,Mogs
90269,86218,120940,103740,112020,83078,94728,83378,90331,4,35.2,19.847,0,21.288,8838600000,17,Q9EPH2,MARCKS-related protein,Marcksl1
239700,231160,290350,260560,310290,275810,289970,279910,304930,12,21.8,94.446,0,125.44,6768000000,33,P43244,Matrin-3,Matr3
54182,67166,61316,73488,80122,50097,60551,65210,70195,3,16.2,46.555,0,18.887,526210000,8,P08503,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",Acadm
1905.8,1595.1,2149.5,1791.7,1819.7,2751.3,1961.9,1746,2357.5,1,16,14.677,0,18.084,28447000,1,B5DF51,Membrane magnesium transporter 1,Mmgt1
37964,37535,37786,40809,49264,39849,36759,39625,44610,4,20.5,21.598,0,12.398,914960000,6,P70580,Membrane-associated progesterone receptor component 1,Pgrmc1
114820,112630,115650,125930,147330,97328,107490,112100,118330,4,23.5,20.388,0,18.748,778170000,7,P0C5H9,Mesencephalic astrocyte-derived neurotrophic factor,Manf
22495,19864,37358,26924,27555,30441,36223,28279,29890,2,17.3,38.879,0,6.0523,202720000,4,Q6P5P5,Mesoderm-specific transcript homolog protein,Mest
19227,15253,20988,17599,21034,21237,19696,18858,21468,2,2.8,131.88,0,4.7271,79580000,2,P31424,Metabotropic glutamate receptor 5,Grm5
20405,20229,24032,25264,29532,14995,18528,18436,23350,1,7.4,23.793,0,3.8808,179550000,2,P30120,Metalloproteinase inhibitor 1,Timp1
58781,103440,75517,74862,119300,70909,106850,122400,139860,3,34.4,6.0061,0,10.612,1327100000,5,P02803,Metallothionein-1,Mt1
193660,250430,213340,236070,298140,222270,335210,351100,401330,4,67.2,6.1453,0,26.95,31287000000,19,P04355,Metallothionein-2,Mt2
159110,322640,193930,282510,259280,143150,253900,301600,311780,4,40.9,6.809,0,11.796,18289000000,21,P37361,Metallothionein-3,Mt3
26205,25397,31236,30506,37292,26472,34889,33219,39572,3,8.5,79.411,0,7.6951,206070000,4,Q62599,Metastasis-associated protein MTA1,Mta1
18422,13855,19382,17676,21733,19195,16878,16917,18666,2,7.5,37.374,0,7.2081,146090000,2,Q5U2R0,Methionine adenosyltransferase 2 subunit beta,Mat2b
45907,54035,52439,59860,66325,43946,54024,62024,65496,3,11.7,53.051,0,13.245,1120100000,10,P38062,Methionine aminopeptidase 2,Metap2
50327,50801,53918,63585,68581,55339,62354,62729,67662,2,6.9,61.516,0,16.722,308040000,5,Q5XIT9,"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial",Mccc2
391960,405320,482880,512920,547150,414100,500160,522370,531540,17,49.3,57.807,0,137.23,11487000000,52,Q02253,"Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial",Aldh6a1
20332,15250,20155,18926,20912,20559,20767,17442,19156,1,9.4,37.075,0,22.563,355060000,5,Q4QR85,Methylosome protein 50,Wdr77
62004,57468,68813,61371,77762,71324,62438,64935,75895,3,23,39.587,0,59.717,1099900000,12,Q5HZE4,Methylthioribose-1-phosphate isomerase,Mri1
6521.1,4889,7419.3,6329.4,6496.8,9334.2,6184.3,7268.7,6546.1,1,3.8,29.211,0,2.4638,569560000,4,D4A7N1,MICOS complex subunit Mic25,Chchd6
388340,394790,441960,482290,521470,396890,461030,478720,531920,19,38.6,67.176,0,156.26,10720000000,50,Q3KR86,MICOS complex subunit Mic60,Immt
98905,112420,129270,125900,142350,103760,128630,133320,144280,11,3.6,619.59,0,61.311,1280100000,21,D3ZHV2,Microtubule-actin cross-linking factor 1,Macf1
165440,186900,210990,198920,239100,190500,201050,212760,233660,10,4.9,299.53,0,42.489,1700200000,19,P34926,Microtubule-associated protein 1A;MAP1A heavy chain;MAP1 light chain LC2,Map1a
4330.1,5084.4,5624.4,5368.9,7947.2,4858.9,5648.3,5749.3,8882.4,2,1.1,269.64,0,5.2304,47149000,1,P15205,Microtubule-associated protein 1B;MAP1B heavy chain;MAP1 light chain LC1,Map1b
61529,51985,65552,63329,68984,68704,62559,63121,64625,4,5.5,102.8,0,18.152,364390000,7,P0C5W1,Microtubule-associated protein 1S;MAP1S heavy chain;MAP1S light chain,Map1s
103470,122140,137990,141180,179660,102880,132320,126970,152320,5,3.4,202.41,0,15.518,1935600000,13,P15146,Microtubule-associated protein 2,Map2
590660,627070,664070,704280,832850,592580,681950,719990,823560,24,28.7,110.3,0,186.13,24318000000,70,Q5M7W5,Microtubule-associated protein 4,Map4
129100,121070,142920,137330,161010,135060,146950,149000,158860,8,38.4,30.004,0,41.087,2904000000,17,Q66HR2,Microtubule-associated protein RP/EB family member 1,Mapre1
32612,35120,38935,36277,41667,31591,36789,37566,41128,3,12.6,36.988,0,9.6986,790690000,6,Q3B8Q0,Microtubule-associated protein RP/EB family member 2,Mapre2
13091,17291,16798,19234,21827,13007,19870,19803,23730,1,11.6,14.272,0,3.6934,146960000,2,Q6XVN8,Microtubule-associated proteins 1A/1B light chain 3A,Map1lc3a
6036.5,7921.9,7562.8,7998.8,10001,6364.9,8950.3,9784.4,11586,1,9.9,16.394,0,2.5559,62646000,1,Q62625,Microtubule-associated proteins 1A/1B light chain 3B,Map1lc3b
30463,27376,38968,32599,36538,37205,37730,33065,36975,2,1.5,150.38,0,11.411,376410000,4,F1LP90,Misshapen-like kinase 1,Mink1
179260,185340,222120,208700,225380,186850,227930,201620,211160,7,25.5,34.133,0,32.976,2246400000,18,P97700,Mitochondrial 2-oxoglutarate/malate carrier protein,Slc25a11
15693,10033,14945,13209,13559,15697,13288,11193,11915,1,3,38.248,0,4.659,103970000,2,O88994,Mitochondrial amidoxime reducing component 2,Mtarc2
138560,190410,196040,214310,222230,134270,216250,211570,215610,6,26.9,33.154,0,25.376,1477600000,15,P97521,Mitochondrial carnitine/acylcarnitine carrier protein,Slc25a20
23363,17197,25410,21582,26416,23499,29412,23316,24732,2,17.1,16.994,0,9.3861,279880000,2,P84817,Mitochondrial fission 1 protein,Fis1
4585.7,4816.8,5504.9,5090.2,6000.9,5192,4239.9,5004.6,5151.6,1,8.3,31.73,0,2.5874,35705000,1,Q5XII9,Mitochondrial fission regulator 1-like,Mtfr1l
75957,49470,68695,64026,59424,86540,56237,61871,58037,4,12.8,34.17,0,12.135,750870000,6,Q505J6,Mitochondrial glutamate carrier 2,Slc25a18
19832,10030,18859,11813,13525,29546,14150,11950,13426,1,10,10.333,0,3.0845,146690000,2,P62074,Mitochondrial import inner membrane translocase subunit Tim10,Timm10
44656,43325,47984,50739,60667,45963,48467,49699,56245,2,26.3,10.458,0,13.754,1737600000,9,P62076,Mitochondrial import inner membrane translocase subunit Tim13,Timm13
21218,20056,25778,26133,29013,22573,25357,26257,27522,1,10.5,21.907,0,7.1736,340370000,5,O35093,Mitochondrial import inner membrane translocase subunit Tim23,Timm23
96592,103020,110200,117770,124900,95457,110470,117160,123520,2,28.9,11.042,0,4.4636,730270000,6,Q9WVA1,Mitochondrial import inner membrane translocase subunit Tim8 A,Timm8a
